starting_name,family_TNRS,current_name,infra_taxa,name_source,in_Yosemite_list,outcome,broader,voucher_obs,voucher_obs_coord,year_first,first_observer,year_last,notes
Achnatherum occidentale subsp. californicum,Poaceae,Eriocoma occidentalis,,CCH_synonym,TRUE,,4.monocot,15,8,1866,"Bolander, Henry Nicholas",1976,
Achnatherum occidentale subsp. occidentale,Poaceae,Eriocoma occidentalis,,CCH_synonym,TRUE,,4.monocot,25,21,1866,"Bolander, Henry Nicholas",1959,
Achnatherum occidentale subsp. pubescens,Poaceae,Eriocoma occidentalis,,CCH_synonym,TRUE,,4.monocot,8,6,1898,"Congdon, Joseph Whipple",1956,
Eriocoma occidentalis,Poaceae,Eriocoma occidentalis,,via_gbif,,,4.monocot,,,,,,
Stipa occidentalis,Poaceae,Eriocoma occidentalis,,CCH_synonym,TRUE,,4.monocot,12,11,1911,"Reed, Fred M.",2012,
Stipa occidentalis var. californica,Poaceae,Eriocoma occidentalis,,CCH_synonym,TRUE,,4.monocot,2,2,1959,"Rose, Lewis Samuel",1971,
Stipa occidentalis var. occidentalis,Poaceae,Eriocoma occidentalis,,CCH_synonym,TRUE,,4.monocot,3,3,1948,"Sharsmith, Carl W.",2012,
Stipa occidentalis var. pubescens,Poaceae,Eriocoma occidentalis,,CCH_synonym,TRUE,,4.monocot,1,,1949,"Sharsmith, Carl W.",1949,
Achnatherum pinetorum,Poaceae,Eriocoma pinetorum,,CCH_synonym,TRUE,,4.monocot,5,5,1936,"Watson, Welland A.",2010,
Eriocoma pinetorum,Poaceae,Eriocoma pinetorum,,CCH_synonym,,,4.monocot,,,,,,
Stipa pinetorum,Poaceae,Eriocoma pinetorum,,CCH_synonym,TRUE,,4.monocot,2,2,2011,"Colwell, Alison",2012,
Achnatherum thurberianum,Poaceae,Eriocoma thurberiana,,CCH_synonym,TRUE,,4.monocot,1,1,1976,"Latting, June",1976,
Stipa thurberiana,Poaceae,Eriocoma thurberiana,,CCH_synonym,TRUE,,4.monocot,1,1,1944,"Sharsmith, Carl W.",1944,
Festuca brachyphylla,Poaceae,Festuca brachyphylla,,CCH_synonym,TRUE,,4.monocot,11,11,1892,"Congdon, Joseph Whipple",2017,
Festuca brachyphylla subsp. breviculmis,Poaceae,Festuca brachyphylla,,CCH_synonym,TRUE,,4.monocot,10,8,1936,"Keck, David D.",2012,
Festuca ovina,Poaceae,Festuca brachyphylla,,CCH_synonym,TRUE,,4.monocot,2,1,1971,"Brown, Larry E.",1971,
Festuca ovina subsp. brachyphylla,Poaceae,Festuca brachyphylla,,TNRS_synonym,TRUE,,4.monocot,2,2,1928,"Michael, Enid",1944,
Festuca saximontana purpusiana,Poaceae,Festuca brachyphylla,,TNRS_synonym,TRUE,,4.monocot,1,,1939,"Sharsmith, Carl W.",1939,
Festuca bromoides,Poaceae,Festuca bromoides,,iNat_synonym,,,4.monocot,4,3,1931,"Keck, David D.",2003,
Festuca bromoides,Poaceae,Festuca bromoides,,Symbiotica,,Symbiotica_new: out-of-range,4.monocot,,,,,,
Vulpia bromoides,Poaceae,Festuca bromoides,,CCH_synonym,FALSE,changed current name,4.monocot,4,3,1931,"Keck, David D.",2003,
Festuca idahoensis,Poaceae,Festuca idahoensis,,CCH_synonym,TRUE,,4.monocot,5,4,1935,"Winkelman, H. G.",2006,
Festuca microstachys,Poaceae,Festuca microstachys,,CCH_synonym,TRUE,,4.monocot,3,3,1911,"Reed, Fred M.",1944,
Festuca reflexa,Poaceae,Festuca microstachys,,CCH_synonym,TRUE,,4.monocot,1,1,1944,"Sharsmith, Carl W.",1944,
Vulpia microstachys,Poaceae,Festuca microstachys,,CCH_synonym,TRUE,,4.monocot,7,6,1910,"Chase, Agnes",2006,
Vulpia microstachys pauciflora,Poaceae,Festuca microstachys,,TNRS_synonym,TRUE,,4.monocot,1,,1931,"Keck, David D.",1931,
Vulpia microstachys var. ciliata,Poaceae,Festuca microstachys,,CCH_synonym,TRUE,,4.monocot,1,1,1936,"Benson, Lyman D.",1936,
Vulpia microstachys var. confusa,Poaceae,Festuca microstachys,,CCH_synonym,TRUE,,4.monocot,2,2,1911,"Abrams, Le Roy",1941,
Vulpia microstachys var. microstachys,Poaceae,Festuca microstachys,,CCH_synonym,TRUE,,4.monocot,3,2,1911,"Abrams, Le Roy",2010,
Vulpia microstachys var. pauciflora,Poaceae,Festuca microstachys,,CCH_synonym,TRUE,,4.monocot,10,7,1900,"Bioletti, Frederick Theodore",1967,
Festuca minutiflora,Poaceae,Festuca minutiflora,,CCH_synonym,TRUE,,4.monocot,9,9,1866,"Bolander, Henry Nicholas",2012,
Festuca megalura,Poaceae,Festuca myuros,,CCH_synonym,TRUE,,4.monocot,3,1,1935,"Augustine, W. B.",1939,
Festuca myuros,Poaceae,Festuca myuros,,CCH_synonym,TRUE,,4.monocot,1,,1947,"Sharsmith, Carl W.",1947,
Festuca myuros var. hirsuta,Poaceae,Festuca myuros,,CCH_synonym,FALSE,changed current name,4.monocot,2,2,1878,"Ford, Henry Chapman",1984,
Vulpia myuros,Poaceae,Festuca myuros,,CCH_synonym,TRUE,,4.monocot,7,7,1935,"Augustine, W. B.",2006,
Vulpia myuros hirsuta,Poaceae,Festuca myuros,,TNRS_synonym,TRUE,,4.monocot,1,,1915,"Hitchcock, A. S.",1915,
Vulpia myuros var. hirsuta,Poaceae,Festuca myuros,,CCH_synonym,TRUE,,4.monocot,3,3,1900,"Bioletti, Frederick Theodore",1934,
Vulpia myuros var. megalura,Poaceae,Festuca myuros,,TNRS_synonym,TRUE,,4.monocot,3,,1885,"Congdon, Joseph Whipple",1924,
Festuca occidentalis,Poaceae,Festuca occidentalis,,CCH_synonym,TRUE,,4.monocot,17,14,1891,"Congdon, Joseph Whipple",2004,
Festuca rubra,Poaceae,Festuca rubra,,CCH_synonym,TRUE,,4.monocot,15,14,1900,"Bioletti, Frederick Theodore",1990,
Festuca rubra subsp. falax,Poaceae,Festuca rubra,,TNRS_synonym,FALSE,changed current name,4.monocot,1,1,2010,"Taylor, Dean William",2010,
Festuca rubra subsp. rubra,Poaceae,Festuca rubra,,CCH_synonym,TRUE,,4.monocot,1,1,2010,"Taylor, Dean William",2010,
Festuca rubra var. fallax,Poaceae,Festuca rubra,,TNRS_synonym,FALSE,changed current name,4.monocot,1,1,2010,"Taylor, Dean William",2010,
Festuca rubra var. rubra,Poaceae,Festuca rubra,,TNRS_synonym,TRUE,,4.monocot,1,1,2010,"Taylor, Dean William",2010,
Festuca saximontana,Poaceae,Festuca saximontana,,CCH_synonym,TRUE,,4.monocot,6,3,1944,"Howell, John Thomas",2017,
Festuca saximontana var. purpusiana,Poaceae,Festuca saximontana,,CCH_synonym,TRUE,,4.monocot,17,17,1902,"Hall, Harvey Monroe",2010,
Festuca subulata,Poaceae,Festuca subulata,,CCH_synonym,TRUE,,4.monocot,3,2,1937,"Schreiber, Beryl O.",2006,
Festuca supina,Poaceae,Festuca supina,,CCH_synonym,FALSE,"add_but_omit, wrong ID",4.monocot,1,1,1934,"Bartholomew, Paul S.",1934,
Festuca trachyphylla,Poaceae,Festuca trachyphylla,,TNRS_synonym,TRUE,,4.monocot,2,1,1891,"Congdon, Joseph Whipple",1894,
Festuca viridula,Poaceae,Festuca viridula,,CCH_synonym,TRUE,,4.monocot,1,1,2017,"Rawlings, John",2017,
Glyceria borealis,Poaceae,Glyceria borealis,,CCH_synonym,TRUE,,4.monocot,12,9,1866,"Bolander, Henry Nicholas",2007,
Glyceria elata,Poaceae,Glyceria elata,,CCH_synonym,TRUE,,4.monocot,28,16,1866,"Bolander, Henry Nicholas",2006,
Glyceria fluitans,Poaceae,Glyceria fluitans,,TNRS_synonym,FALSE,"add_but_omit, taxonomic_mismatch",4.monocot,2,1,1890,"Congdon, Joseph Whipple",1896,
Glyceria striata,Poaceae,Glyceria striata,,CCH_synonym,TRUE,,4.monocot,11,7,1883,"Congdon, Joseph Whipple",1939,
Trisetum canescens,Poaceae,Graphephorum canescens,,CCH_synonym,TRUE,,4.monocot,33,17,1866,"Bolander, Henry Nicholas",2007,
Graphephorum wolfii,Poaceae,Graphephorum wolfii,,Yos_scientific,,,4.monocot,,,,,,
Trisetum wolfii,Poaceae,Graphephorum wolfii,,CCH_synonym,FALSE,changed current name,4.monocot,17,9,1894,"Congdon, Joseph Whipple",2006,
Stipa comata,Poaceae,Hesperostipa comata,,Symbiotica,,Symbiotica_new: out-of-range,4.monocot,,,,,,
Stipa comata var. comata,Poaceae,Hesperostipa comata,,Symbiotica,,,4.monocot,,,,,,
Holcus lanatus,Poaceae,Holcus lanatus,,CCH_synonym,TRUE,,4.monocot,23,16,1901,Parish,1998,
Hordeum brachyantherum,Poaceae,Hordeum brachyantherum,,CCH_synonym,TRUE,,4.monocot,8,7,1911,"Abrams, Le Roy",2007,
Hordeum brachyantherum subsp. brachyantherum,Poaceae,Hordeum brachyantherum,,CCH_synonym,TRUE,,4.monocot,14,10,1890,"Congdon, Joseph Whipple",1976,
Hordeum brachyantherum subsp. californicum,Poaceae,Hordeum brachyantherum,,CCH_synonym,TRUE,,4.monocot,3,2,1902,"Hall, Harvey Monroe",1902,
Hordeum marinum,Poaceae,Hordeum marinum,,CCH_synonym,TRUE,,4.monocot,1,1,2006,"Grossenbacher, Dena",2006,
Hordeum marinum gussoneanum,Poaceae,Hordeum marinum,,TNRS_synonym,TRUE,,4.monocot,,,,,,
Hordeum marinum subsp. gussoneanum,Poaceae,Hordeum marinum,,CCH_synonym,TRUE,,4.monocot,3,3,2002,"Taylor, Dean William",2021,
Hordeum murinum,Poaceae,Hordeum murinum,,CCH_synonym,TRUE,,4.monocot,1,1,1998,"Adams, Justin",1998,
Hordeum murinum subsp. glaucum,Poaceae,Hordeum murinum,,CCH_synonym,TRUE,,4.monocot,1,1,2009,"Smith, Sierra",2009,
Hordeum murinum subsp. leporinum,Poaceae,Hordeum murinum,,CCH_synonym,TRUE,,4.monocot,,,,,,
Hordeum murinum subsp. murinum,Poaceae,Hordeum murinum,,Symbiotica,,,4.monocot,,,,,,
Hordeum nodosum,Poaceae,Hordeum nodosum,,TNRS_synonym,FALSE,mismatch,4.monocot,2,1,1935,"Winkelman, H. G.",1944,
Hordeum vulgare,Poaceae,Hordeum vulgare,,CCH_synonym,FALSE,"add_but_omit, wrong ID",4.monocot,1,1,1934,"Bartholomew, Paul S.",1934,
Koeleria macrantha,Poaceae,Koeleria macrantha,,CCH_synonym,TRUE,,4.monocot,3,3,1878,"Ford, Henry Chapman",2011,
Koeleria pyramidata,Poaceae,Koeleria macrantha,,CCH_synonym,TRUE,,4.monocot,1,,1977,"Vale, James T.",1977,
Trisetum projectum,Poaceae,Koeleria projecta,,CCH_synonym,FALSE,changed current name,4.monocot,20,18,1889,"Congdon, Joseph Whipple",1990,
Trisetum spicatum,Poaceae,Koeleria spicata,,CCH_synonym,TRUE,,4.monocot,70,53,1866,"Bolander, Henry Nicholas",2012,
Trisetum spicatum congdonii,Poaceae,Koeleria spicata,,TNRS_synonym,TRUE,,4.monocot,4,,1872,"Gray, Asa",1944,
Trisetum spicatum molle,Poaceae,Koeleria spicata,,TNRS_synonym,TRUE,,4.monocot,1,,1916,"Smiley, F. J.",1916,
Elymus triticoides,Poaceae,Leymus triticoides,,Symbiotica,,,4.monocot,,,,,,
Leymus triticoides,Poaceae,Leymus triticoides,,CCH_synonym,FALSE,changed current name,4.monocot,6,5,1896,"Congdon, Joseph Whipple",2010,
Festuca arundinacea,Poaceae,Lolium arundinaceum,,CCH_synonym,TRUE,,4.monocot,5,5,1998,"Adams, Justin",2009,
Lolium multiflorum,Poaceae,Lolium multiflorum,,CCH_synonym,FALSE,changed current name,4.monocot,4,4,1997,"Taylor, Dean William",2002,
Lolium perenne,Poaceae,Lolium perenne,,CCH_synonym,FALSE,changed current name,4.monocot,8,6,1964,"Frenkel, R. E.",2010,
Festuca pratensis,Poaceae,Lolium pratense,,Yos_scientific,,,4.monocot,,,,,,
Lolium pratense,Poaceae,Lolium pratense,,iNat_synonym,,,4.monocot,,,,,,
Schedonorus pratensis,Poaceae,Lolium pratense,,CCH_synonym,TRUE,,4.monocot,1,,1964,"Frenkel, R. E.",1964,
Festuca temulenta,Poaceae,Lolium temulentum,,CCH_synonym,FALSE,changed current name,4.monocot,1,1,1944,"Sharsmith, Carl W.",1944,
Lolium temulentum,Poaceae,Lolium temulentum,,CCH_synonym,FALSE,changed current name,4.monocot,2,2,1944,"Sharsmith, Carl W.",1998,
Melica aristata,Poaceae,Melica aristata,,CCH_synonym,TRUE,,4.monocot,23,15,1866,"Bolander, Henry Nicholas",2009,
Melica bulbosa,Poaceae,Melica bulbosa,,CCH_synonym,TRUE,,4.monocot,19,15,1888,"Congdon, Joseph Whipple",2005,
Melica bulbosa var. bulbosa,Poaceae,Melica bulbosa,,CCH_synonym,TRUE,,4.monocot,1,1,2010,"Taylor, Dean William",2010,
Melica inflata,Poaceae,Melica bulbosa,,TNRS_synonym,TRUE,,4.monocot,1,,1944,"Sharsmith, Carl W.",1944,
Melica californica,Poaceae,Melica californica,,CCH_synonym,TRUE,,4.monocot,9,6,1883,"Congdon, Joseph Whipple",2003,
Melica californica nevadensis,Poaceae,Melica californica,,TNRS_synonym,TRUE,,4.monocot,1,,1941,"Keck, David D.",1941,
Melica californica var. nevadensis,Poaceae,Melica californica,,CCH_synonym,TRUE,,4.monocot,1,,1941,"Keck, David D.",1941,
Melica fugax,Poaceae,Melica fugax,,CCH_synonym,FALSE,"add_but_omit, taxonomic_mismatch",4.monocot,1,,1896,"Congdon, Joseph Whipple",1896,
Melica geyeri,Poaceae,Melica geyeri,,from_gbif,,,4.monocot,,,,,,
Melica harfordii,Poaceae,Melica harfordii,,CCH_synonym,TRUE,,4.monocot,14,9,1885,"Congdon, Joseph Whipple",2009,
Melica imperfecta,Poaceae,Melica imperfecta,,CCH_synonym,TRUE,,4.monocot,3,3,1872,unknown,2003,
Melica imperfecta var. flexuosa,Poaceae,Melica imperfecta,,CCH_synonym,TRUE,,4.monocot,1,,1866,"Bolander, Henry Nicholas",1866,
Melica stricta,Poaceae,Melica stricta,,CCH_synonym,TRUE,,4.monocot,30,24,1866,"Bolander, Henry Nicholas",2021,
Melica subulata,Poaceae,Melica subulata,,CCH_synonym,TRUE,,4.monocot,3,1,1911,"Abrams, Le Roy",2004,
Melica torreyana,Poaceae,Melica torreyana,,CCH_synonym,TRUE,,4.monocot,1,1,2002,"Taylor, Dean William",2002,
Muhlenbergia andina,Poaceae,Muhlenbergia andina,,CCH_synonym,TRUE,,4.monocot,13,4,1890,"Congdon, Joseph Whipple",2006,
Muhlenbergia asperifolia,Poaceae,Muhlenbergia asperifolia,,CCH_synonym,TRUE,,4.monocot,4,4,2005,"Colwell, Alison",2005,
Muhlenbergia filiformis,Poaceae,Muhlenbergia filiformis,,CCH_synonym,TRUE,,4.monocot,41,29,1878,"Ford, Henry Chapman",2007,
Muhlenbergia microsperma,Poaceae,Muhlenbergia microsperma,,from_gbif,,,4.monocot,,,,,,
Muhlenbergia minutissima,Poaceae,Muhlenbergia minutissima,,CCH_synonym,TRUE,,4.monocot,3,1,1911,"Abrams, Le Roy",2006,
Muhlenbergia montana,Poaceae,Muhlenbergia montana,,CCH_synonym,TRUE,,4.monocot,20,15,1866,"Bolander, Henry Nicholas",2007,
Muhlenbergia richardsonis,Poaceae,Muhlenbergia richardsonis,,CCH_synonym,TRUE,,4.monocot,32,22,1866,"Bolander, Henry Nicholas",2011,
Muhlenbergia squarrosa,Poaceae,Muhlenbergia richardsonis,,TNRS_synonym,TRUE,,4.monocot,1,,1936,"Schreiber, Beryl O.",1936,
Muhlenbergia rigens,Poaceae,Muhlenbergia rigens,,CCH_synonym,TRUE,,4.monocot,4,3,1927,"Michael, Enid",1982,
Muhlenbergia schreberi,Poaceae,Muhlenbergia schreberi,,CCH_synonym,TRUE,,4.monocot,2,2,1976,"Howell, John Thomas",1998,
Nassella pulchra,Poaceae,Nassella pulchra,,CCH_synonym,FALSE,"add_but_omit, taxonomic_mismatch",4.monocot,1,1,1895,"Yates, L. G.",1895,
Nassella viridula,Poaceae,Nassella viridula,,CCH_synonym,TRUE,,4.monocot,5,2,1888,"Congdon, Joseph Whipple",1898,
Orcuttia pilosa,Poaceae,Orcuttia pilosa,,CCH_synonym,FALSE,"add_but_omit, wrong ID",4.monocot,1,,1938,"Wagnon, K. A.",1938,
Panicum capillare,Poaceae,Panicum capillare,,CCH_synonym,TRUE,,4.monocot,4,4,1941,"Kruckeberg, Arthur R.",2008,
Panicum capillare subsp. capillare,Poaceae,Panicum capillare,,CCH_synonym,TRUE,,4.monocot,1,1,2008,"Taylor, Dean William",2008,
Panicum capillare var. occidentale,Poaceae,Panicum capillare,,TNRS_synonym,TRUE,,4.monocot,1,1,1927,"Michael, Enid",1927,
Panicum miliaceum,Poaceae,Panicum miliaceum,,CCH_synonym,TRUE,,4.monocot,,,,,,
Parapholis incurva,Poaceae,Parapholis incurva,,CCH_synonym,TRUE,,4.monocot,1,1,1999,"Adams, Justin",1999,
Phalaris arundinacea,Poaceae,Phalaris arundinacea,,Yos_scientific,,,4.monocot,,,,,,
Phleum alpinum,Poaceae,Phleum alpinum,,CCH_synonym,TRUE,,4.monocot,29,20,1890,"Congdon, Joseph Whipple",2011,
Phleum pratense,Poaceae,Phleum pratense,,CCH_synonym,TRUE,,4.monocot,19,13,1909,"Jepson, Willis L.",1999,
Phleum pratense subsp. pratense,Poaceae,Phleum pratense,,TNRS_synonym,TRUE,,4.monocot,1,,1896,"Congdon, Joseph Whipple",1896,
Poa annua,Poaceae,Poa annua,,CCH_synonym,TRUE,,4.monocot,8,6,1944,"Howell, John Thomas",2010,
Poa bolanderi,Poaceae,Poa bolanderi,,CCH_synonym,TRUE,,4.monocot,28,15,1890,"Congdon, Joseph Whipple",1999,
Poa bulbosa,Poaceae,Poa bulbosa,,CCH_synonym,TRUE,,4.monocot,6,3,1959,"Smith, Gladys L.",2009,
Poa compressa,Poaceae,Poa compressa,,CCH_synonym,TRUE,,4.monocot,2,2,1949,"Sharsmith, Carl W.",1999,
Poa cusickii,Poaceae,Poa cusickii,,CCH_synonym,TRUE,,4.monocot,6,5,1963,"Gardner, Ivana",2006,
Poa cusickii epilis,Poaceae,Poa cusickii,,TNRS_synonym,TRUE,,4.monocot,7,,1916,"Smiley, F. J.",1944,
Poa cusickii subsp. cusickii,Poaceae,Poa cusickii,,CCH_synonym,TRUE,,4.monocot,3,2,1944,"Howell, John Thomas",1951,
Poa cusickii subsp. epilis,Poaceae,Poa cusickii,,CCH_synonym,TRUE,,4.monocot,14,11,1916,"Kennedy, P. B.",1995,
Poa epilis,Poaceae,Poa cusickii,,CCH_synonym,TRUE,,4.monocot,5,4,1934,"Bartholomew, Paul S.",1979,
Poa fendleriana,Poaceae,Poa fendleriana,,Yos_scientific,,,4.monocot,,,,,,
Poa fendleriana subsp. fendleriana,Poaceae,Poa fendleriana,,CCH_synonym,TRUE,,4.monocot,1,1,2010,"Taylor, Dean William",2010,
Poa fendleriana subsp. longiligula,Poaceae,Poa fendleriana,,Symbiotica,,,4.monocot,,,,,,
Poa glauca,Poaceae,Poa glauca,,CCH_synonym,TRUE,,4.monocot,3,3,2012,"Grossenbacher, Dena",2012,
Poa glauca subsp. rupicola,Poaceae,Poa glauca,,CCH_synonym,TRUE,,4.monocot,11,11,1933,"Sharsmith, Carl W.",2017,
Poa rupicola,Poaceae,Poa glauca,,CCH_synonym,TRUE,,4.monocot,1,,1939,"Sharsmith, Carl W.",1939,
Poa keckii,Poaceae,Poa keckii,,CCH_synonym,TRUE,,4.monocot,14,14,1934,"Bartholomew, Paul S.",2017,
Poa suksdorfii,Poaceae,Poa keckii,,CCH_synonym,FALSE,changed current name,4.monocot,3,1,1898,"Congdon, Joseph Whipple",1944,
Poa hanseni,Poaceae,Poa leibergii,,TNRS_synonym,FALSE,"remove, invalid name",4.monocot,1,1,1935,"Thomas, W. D.",1935,
Poa leibergii,Poaceae,Poa leibergii,,CCH_synonym,FALSE,"add_but_omit, wrong ID",4.monocot,4,,1936,"Watson, Welland A.",1944,
Poa leptocoma,Poaceae,Poa leptocoma,,CCH_synonym,TRUE,,4.monocot,5,5,1940,"Sharsmith, Carl W.",2012,
Poa leptocoma subsp. leptocoma,Poaceae,Poa leptocoma,,CCH_synonym,TRUE,,4.monocot,6,5,1940,"Sharsmith, Carl W.",2012,
Poa leptocoma subsp. Leptocoma,Poaceae,Poa leptocoma,,TNRS_synonym,TRUE,,4.monocot,1,,1990,"Sharsmith, Carl W.",1990,
Poa lettermanii,Poaceae,Poa lettermanii,,CCH_synonym,TRUE,,4.monocot,1,1,1973,"Sands, Peter B.",1973,
Agrostis alba,Poaceae,Poa nemoralis,,CCH_synonym,FALSE,changed current name,4.monocot,8,7,1921,"Michael, Enid",1958,
Poa nemoralis,Poaceae,Poa nemoralis,,CCH_synonym,TRUE,,4.monocot,1,1,1998,"King, Aaron",1998,
Poa palustris,Poaceae,Poa palustris,,CCH_synonym,TRUE,,4.monocot,2,2,2010,"Taylor, Dean William",2010,
Poa pratensis,Poaceae,Poa pratensis,,CCH_synonym,TRUE,,4.monocot,25,13,1888,"Congdon, Joseph Whipple",1998,
Poa pratensis subsp. pratensis,Poaceae,Poa pratensis,,CCH_synonym,TRUE,,4.monocot,12,12,1900,"Bioletti, Frederick Theodore",2021,
Poa pringlei,Poaceae,Poa pringlei,,CCH_synonym,TRUE,,4.monocot,4,4,1936,"Sharsmith, Carl W.",1990,
Poa gracillima,Poaceae,Poa secunda,,CCH_synonym,TRUE,,4.monocot,2,1,1940,"Dunn, David",1944,
Poa scabrella,Poaceae,Poa secunda,,CCH_synonym,TRUE,,4.monocot,3,3,1935,"Augustine, W. B.",1943,
Poa secunda,Poaceae,Poa secunda,,CCH_synonym,TRUE,,4.monocot,31,25,1890,"Congdon, Joseph Whipple",2011,
Poa secunda subsp. juncifolia,Poaceae,Poa secunda,,CCH_synonym,TRUE,,4.monocot,5,3,1890,"Congdon, Joseph Whipple",1968,
Poa secunda subsp. secunda,Poaceae,Poa secunda,,CCH_synonym,TRUE,,4.monocot,77,61,1885,"Congdon, Joseph Whipple",2011,
Poa stebbinsii,Poaceae,Poa stebbinsii,,CCH_synonym,TRUE,,4.monocot,30,29,1897,"McLean, F. P.",2012,
Poa trivialis,Poaceae,Poa trivialis,,CCH_synonym,TRUE,,4.monocot,2,2,1888,"Congdon, Joseph Whipple",2009,
Poa unilateralis,Poaceae,Poa unilateralis,,TNRS_synonym,TRUE,,4.monocot,2,2,1890,"Congdon, Joseph Whipple",1890,
Poa nervosa,Poaceae,Poa wheeleri,,CCH_synonym,TRUE,misapplied,4.monocot,30,7,1895,"Congdon, Joseph Whipple",1963,
Poa wheeleri,Poaceae,Poa wheeleri,,CCH_synonym,TRUE,,4.monocot,47,45,1902,"Hall, Harvey Monroe",2017,
Podagrostis aequivalvis,Poaceae,Podagrostis aequivalvis,,TNRS_synonym,FALSE,"add_but_omit, taxonomic_mismatch",4.monocot,5,,1894,"Congdon, Joseph Whipple",1898,
Polypogon maritimus,Poaceae,Polypogon maritimus,,CCH_synonym,TRUE,,4.monocot,1,1,1999,"Jelinek, Bradley",1999,
Polypogon monspeliensis,Poaceae,Polypogon monspeliensis,,CCH_synonym,TRUE,,4.monocot,3,2,1895,"Lembert, J. B.",1999,
Agrostis viridis,Poaceae,Polypogon viridis,,CCH_synonym,TRUE,,4.monocot,1,1,1934,"Bartholomew, Paul S.",1934,
Polypogon viridis,Poaceae,Polypogon viridis,,Yos_scientific,,,4.monocot,,,,,,
Achnatherum eminens,Poaceae,Pseudoeriocoma eminens,,TNRS_synonym,FALSE,"add_but_omit, taxonomic_mismatch",4.monocot,2,,1895,"Congdon, Joseph Whipple",1897,
Agropyron inerme,Poaceae,Pseudoroegneria spicata,,CCH_synonym,FALSE,changed current name,4.monocot,1,1,1944,"Sharsmith, Carl W.",1944,
Elymus spicatus,Poaceae,Pseudoroegneria spicata,,CCH_synonym,FALSE,changed current name,4.monocot,1,1,1974,"Dobson, Heidi",1974,
Oryzopsis kingii,Poaceae,Ptilagrostiella kingii,,CCH_synonym,FALSE,changed current name,4.monocot,6,4,1935,"Thomas, W. D.",1944,
Ptilagrostiella kingii,Poaceae,Ptilagrostiella kingii,,TNRS_synonym,TRUE,,4.monocot,6,,1914,"Smiley, F. J.",1957,
Ptilagrostis kingii,Poaceae,Ptilagrostiella kingii,,CCH_synonym,FALSE,changed current name,4.monocot,26,20,1890,"Congdon, Joseph Whipple",2007,
Stipa kingii,Poaceae,Ptilagrostiella kingii,,CCH_synonym,FALSE,changed current name,4.monocot,4,2,1866,"Bolander, Henry Nicholas",1974,
Puccinellia distans,Poaceae,Puccinellia distans,,CCH_synonym,TRUE,,4.monocot,1,1,1944,"Howell, John Thomas",1944,
Puccinellia nuttalliana,Poaceae,Puccinellia nuttalliana,,CCH_synonym,TRUE,,4.monocot,1,1,1949,"Sharsmith, Carl W.",1949,
Scribneria bolanderi,Poaceae,Scribneria bolanderi,,CCH_synonym,TRUE,,4.monocot,10,8,1888,"Congdon, Joseph Whipple",2009,
Secale cereale,Poaceae,Secale cereale,,CCH_synonym,TRUE,,4.monocot,1,1,1962,"Jones, William R.",1962,
Setaria lutescens,Poaceae,Setaria pumila,,CCH_synonym,TRUE,,4.monocot,1,,1929,"Michael, Enid",1929,
Setaria pumila,Poaceae,Setaria pumila,,CCH_synonym,TRUE,,4.monocot,2,2,1934,"Bartholomew, Paul S.",1934,
Setaria pumila subsp. pumila,Poaceae,Setaria pumila,,CCH_synonym,TRUE,,4.monocot,1,,1963,"Sharsmith, Carl W.",1963,
Setaria viridis,Poaceae,Setaria viridis,,CCH_synonym,TRUE,,4.monocot,5,5,1928,"Michael, Enid",1998,
Sphenopholis intermedia,Poaceae,Sphenopholis intermedia,,TNRS_synonym,FALSE,"add_but_omit, wrong ID",4.monocot,1,,1932,"Benson, Lyman D.",1932,
Stipa nelsonii,Poaceae,Stipa nelsonii,,Yos_scientific,,,4.monocot,,,,,,
Glyceria erecta,Poaceae,Torreyochloa erecta,,TNRS_synonym,TRUE,,4.monocot,1,,1908,"Hitchcock, A. S.",1908,
Torreyochloa erecta,Poaceae,Torreyochloa erecta,,CCH_synonym,TRUE,,4.monocot,5,3,1944,"Sharsmith, Carl W.",2007,
Glyceria pauciflora,Poaceae,Torreyochloa pallida,,CCH_synonym,FALSE,changed current name,4.monocot,5,2,1927,"Michael, Enid",1940,
Torreyochloa pallida,Poaceae,Torreyochloa pallida,,CCH_synonym,TRUE,,4.monocot,4,3,1971,"Brown, Larry E.",2007,
Torreyochloa pallida pauciflora,Poaceae,Torreyochloa pallida,,TNRS_synonym,TRUE,,4.monocot,1,,1939,"Hitchcock, C. L.",1939,
Torreyochloa pallida var. pauciflora,Poaceae,Torreyochloa pallida,,CCH_synonym,TRUE,,4.monocot,17,12,1883,"Congdon, Joseph Whipple",2009,
Trisetum cernuum,Poaceae,Trisetum cernuum,,CCH_synonym,FALSE,"add_but_omit, taxonomic_mismatch",4.monocot,1,,1895,"Congdon, Joseph Whipple",1895,
Triticum aestivum,Poaceae,Triticum aestivum,,Yos_scientific,,,4.monocot,,,,,,
Potamogeton alpinus,Potamogetonaceae,Potamogeton alpinus,,CCH_synonym,TRUE,,4.monocot,1,1,2003,"Colwell, Alison",2003,
Potamogeton berchtoldii,Potamogetonaceae,Potamogeton berchtoldii,,Yos_scientific,,,4.monocot,,,,,,
Potamogeton pusillus subsp. tenuissimus,Potamogetonaceae,Potamogeton berchtoldii,,CCH_synonym,TRUE,,4.monocot,1,,1919,"Clemens, Mrs. Joseph",1919,
