accepted_name,,scientific_name,status,family,broader,synonym_matches,establishment_means,count_RG,count_needs_id,in_park_START,voucher_START,iNat_RG_START,in_park_END,voucher_END,iNat_RG_END,old_voucher,recent_voucher,final_list,possibly_valid_needs_ID,iNat_outcome,iNat_outcome_detailed,parks_outcome,parks_outcome_detailed,voucher_outcome,voucher_outcome_detailed,voucher_obs,voucher_obs_to_1990,voucher_obs_coord,year_first,first_observer,year_last,first_iNat_observer,first_iNat_date,last_iNat_observer,last_iNat_date,iNat_year_first,iNat_year_last,voucher_notes,iNat_needs_ID_only_verdict,symbiota,iNat_missing_in_gbif,use_as_example,summary,vouchers_with_coordinates,rand_check,reason_for_voucher_only,notes_about_vouchers,notes_for_parks_only,reason_for_iNat_only_v3,reason_for_iNat_only_v2,iNat_notes,range_from_iNat_or_Jepson,voucher_links,iNat_needs_ID_only,iNat_needsID_only_notes,taxonomic_concerns,reason_for_parks_list,reason_for_iNat_only,first_record,last_record,voucher_count
Sagittaria cuneata,0,Sagittaria cuneata,current,Alismataceae,5.monocot-colorful,,native,,,1,1,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",retain exact name,retain exact name,retain exact name,retain exact name,6,4,4,1938,"Smith, Winifred M.",2006,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,v_1,correct-old&recent_vouchers,"CCH2 vouchers old and new - Sharsmith in Siesta Lake, Sky Island in lake out of Pate Valley, Laurel Lake",,,,,"many observations south to Tahoe, but then none",,,,,,,,,
Sagittaria cuneata,1,Sagittaria latifolia,misapplied,Alismataceae,5.monocot-colorful,misapplied to Sagittaria cuneata,native,,,1,,,misapplied,misapplied,misapplied,,,,,XX-not in graphics,"XX-not in iNat, not in park",taxonomic or nomenclatural error,"remove, misapplied name",XX-not in graphics,"XX-no voucher, not in park",,,,,,,,,,,,,,,in Symbiota,,,disagree_with_park_list,,pl_1,,,iNat: Owens Valley; very low elevation Sierra Nevada; Taylor: very low elevations; name misapplied to S. cuneata,,,,,,,,,wrong range-west or south of park at lower elevations,,,,
Allium amplectens,0,Allium amplectens,current,Amaryllidaceae,5.monocot-colorful,,native,2,1,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,8,5,4,1889,"Chesnut, Victor K.; ; Drew, Elmer R.",2006,willfreyman,5/30/2021,willfreyman,5/30/2021,2021,2021,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Allium bisceptrum,0,Allium bisceptrum,current,Amaryllidaceae,5.monocot-colorful,,native,,,1,1,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in park",geographic error,"remove, species range far from park",identification error,"remove, incorrect identification",1,1,1,1929,"Dearing, Hugh & Margaret",1929,,,,,,,,,,,,disagree_with_has_voucher&parks_list,,,wrong_ID_probably,"1 voucher from Inspiration Point, Yosemite Valley 1929; but collector just marked ""Allium"" and flagged by herbarium as ""Extralimital""; ""unconfirmed"" on park list",inclusion on parks list based on erroneous voucher,,,,eastside mostly,https://www.gbif.org/occurrence/3053390254,,,taxonomic_mismatch-mis-identification,range east of park; on parks list due to false voucher,,1929,1929,1
Allium campanulatum,0,Allium campanulatum,current,Amaryllidaceae,5.monocot-colorful,,native,14,1,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,35,29,21,1866,"Bolander, Henry Nicholas",2007,lizzywenk,6/14/2014,goflowers,7/29/2023,2014,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Allium hyalinum,0,Allium hyalinum,current,Amaryllidaceae,5.monocot-colorful,,native,,,1,1,,1,,,,,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",retain because vouchers for species are close to the park,retain because vouchers for species are close to the park,geographic error,"remove, coordinates erroneously inside park",,,,,,,,,,,,,,,in Symbiota,,,disagree_with_has_voucher&parks_list,,,wrong_coordinates,"CCH: no vouchers; Taylor: occurs below 2000 feet; gbif: 2 records of IDENTICAL gbif vouchers - refer to Tule River, but location in Yosemite",,,,,"Sierra foothills with many occurrences along hwy 140 up to around El Portal and west of Cherry Lake, but not extending into park",https://www.gbif.org/occurrence/1302697507,,,,"wrong range-Tule River, low elevations",,,,
Allium obtusum,0,Allium obtusum,current,Amaryllidaceae,5.monocot-colorful,,native,14,6,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,40,35,22,1890,"Congdon, Joseph Whipple",2007,sea-kangaroo,5/15/2009,paulexcoff,6/21/2022,2009,2022,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Allium parvum,0,Allium parvum,current,Amaryllidaceae,5.monocot-colorful,,N/A,,,,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in park",XX-not in graphics,"XX-not on parks list, not in park",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside park or missing coordinates' found, but rejected due to 'incorrect identification'; not in park",1,1,,1936,"Haines, A. Lee",1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allium peninsulare,0,Allium peninsulare,current,Amaryllidaceae,5.monocot-colorful,,native,,,,1,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in park",XX-not in graphics,"XX-not on parks list, not in park",geographic error,"remove, coordinates erroneously inside park",,,,,,,,,,,,,,,,,,disagree_with_has_voucher&parks_list,,v_2,wrong_coordinates,"2 records of IDENTICAL gbif vouchers - locality clearly far west of Yosemite, doesn't match coordinates; Taylor: foothill serpentine",,,,,low elevation Sierra foothills; penninsular ranges,https://www.gbif.org/occurrence/4069820199; https://www.gbif.org/occurrence/1302698484,,,,,,,,
Allium tribracteatum,0,Allium tribracteatum,current,Amaryllidaceae,5.monocot-colorful,,native,2,,1,1,obscured,1,1,1,1,1,1,,databasing discrepancy,"add, observations lost due to auto-obscured coordinates",retain exact name,retain exact name,retain exact name,retain exact name,3,1,3,1938,"Mason, Herbert L.",2010,monobasin,6/4/2022,stuartdavis,6/17/2022,2022,2022,,,in Symbiota,geoprivate_by_iNat,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Allium validum,0,Allium validum,current,Amaryllidaceae,5.monocot-colorful,,native,102,9,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,30,30,14,1866,"Bolander, Henry Nicholas",1983,vtraveler,8/17/2011,mothernaturesson,10/7/2023,2011,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Allium yosemitense,0,Allium yosemitense,current,Amaryllidaceae,5.monocot-colorful,,native,,,1,,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",9,7,6,1922,"Michael, Enid",2003,,,,,,,,,in Symbiota,,,agree_with_park_list&YES_vouchers_exist,"top Bridalveil, South Fork Merced near Alder",pl_1,,,"CCH, Taylor: many vouchers from around and above Yosemite Valley; coordinates hidden in iNat",,,,,,,,,vouchers not in database-old&recent vouchers,,1922,2003,8
Arum italicum,0,Arum italicum,current,Araceae,5.monocot-colorful,,introduced,,,,,,,1,,,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",XX-not in graphics,"XX-not on parks list, but occurs in park",geographic error,"add, coordinates erroneously outside park or missing coordinates",1,,1,2009,"Taylor, Dean William",2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemna gibba,0,Lemna gibba,current,Araceae,5.monocot-colorful,,native,,,1,,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in park",geographic error,"remove, species range far from park",XX-not in graphics,"XX-no voucher, not in park",,,,,,,,,,,,,,,in Symbiota,,,disagree_with_park_list,,pl_1,,,"only voucher in CCH 1902, Congdon - way outside park; Taylor: no vouchers",,,,,,,,,wrong range-west & east of park at much lower elevations,,N/A,N/A,0
Lemna minor,0,Lemna minor,current,Araceae,5.monocot-colorful,,,,1,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,,,,,,,,,,,,,,remove,,,,IGNORE-iNAT_needsID_that_is_wrong,,,,,no regional vouchers,,,,,,"almost 100% certainly a misID, was a CV suggestion from two years ago (species no longer suggested by CV for this observation). Photo is completely nonIDable to anything regardless",,,,,,,
Lemna minuta,0,Lemna minuta,current,Araceae,5.monocot-colorful,,native,,,1,,,1,,,,,1,,XX-not in graphics,"XX-not in iNat, not in park",retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, not in park",,,,,,,,,,,,,,,in Symbiota,,,disagree_with_park_list,,pl_1,,,"only vouchers in CCH for Congdon in 1880's and place names listed not in the park; Taylor: no vouchers; but Botti says in Lost Lake, LYV and scattered Sierra vouchers",,,,,,,,,wrong range-west & east of park at much lower elevations,,N/A,N/A,0
Aralia californica,0,Aralia californica,current,Araliaceae,5.monocot-colorful,,native,,,1,,,1,1,,,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",1,,,2006,"Grossenbacher, Dena",2006,,,,,,,,,in Symbiota,,,agree_with_park_list&YES_vouchers_exist,western boundary,pl_1,,,Taylor: recent voucher from Poopenaut Valley,,,,,,,,,vouchers not in database-recent voucher only,,2006,2006,1
Agave attenuata,0,Agave attenuata,current,Asparagaceae,5.monocot-colorful,,,,1,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,,,,,,,,,,,,,,remove,,,,IGNORE-iNAT_needsID_that_is_wrong,,,,,,,,,,https://www.inaturalist.org/observations/128300681,"almost 100% certainly a misID, was a CV suggestion from two years ago (species no longer suggested by CV for this observation)",Frasera speciosa,,,,,,
Asparagus officinalis,0,Asparagus officinalis,current,Asparagaceae,5.monocot-colorful,,introduced,1,,,,iNat-not-gbif,,,1,,,1,,"retain, restricted license","retain, but restricted license (new weed record)",XX-not in graphics,"XX-not on parks list, but occurs in park",XX-not in graphics,"XX-no voucher, but occurs in park",,,,,,,,,,,,,,,,restricted_license,,NO_voucher&NOT_on_park_list,,v_2,correct-no_vouchers (recent iNat),CCH: no vouchers; not in Taylor; gbif: no vouchers; but valid 2022 observation in Yosemite Valley,,,,valid 2022 observation in Yosemite Valley,,,,,,,new weed record,N/A,N/A,0
Bloomeria crocea,0,Bloomeria crocea,current,Asparagaceae,5.monocot-colorful,,,,1,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,,,,,,,,,,,,,,remove,,,,IGNORE-iNAT_needsID_that_is_wrong,,,,,,,,,,https://www.inaturalist.org/observations/177833456,pretty sure wrong ID,Triteleia montana,,,,,,
Brodiaea elegans,0,Brodiaea elegans,current,Asparagaceae,5.monocot-colorful,Brodiaea coronaria var. mundula,native,93,63,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,33,32,11,1880,"Cleveland, Daniel",2007,angelpoe,5/28/2013,eamonn_mazur,8/31/2023,2013,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Brodiaea elegans,1,Brodiaea coronaria,synonym (pro parte),Asparagaceae,5.monocot-colorful,Brodiaea elegans (in part) - MARKED AS MISMATCH,native,1,9,,1,iNat-not-gbif,synonym,synonym,x,1,,,,identification error,"remove, incorrect identification",XX-not in graphics,"XX-not on parks list, not in park",taxonomic or nomenclatural error,"remove, double or triple listing due to synonymy",,,,,,,angelpoe,5/28/2013,eamonn_mazur,8/31/2023,2013,2023,,,,restricted_license,,disagree_with_has_voucher&parks_list,,v_2,taxonomic_mismatch,"CCH: old vouchers only, but many; Taylor var. coronaria exists to north of area; presume here a taxonomic mismatch",,,,,,,,,taxonomic_mismatch,,misidentification (Brodiaea elegans),1891,1944,5
Camassia leichtlinii,0,Camassia leichtlinii,current,Asparagaceae,5.monocot-colorful,,native,1,2,,1,iNat-not-gbif,,1,1,1,,1,,"retain, restricted license","retain, but restricted license",XX-not in graphics,"XX-not on parks list, but occurs in park",retain exact name,retain exact name,18,18,7,1890,"Congdon, Joseph Whipple",1969,tgosliner,6/14/2013,tgosliner,6/14/2013,2013,2013,,,,restricted_license,,agree_with_has_voucher&NOT_on_park_list,,v_2,correct_probably-old_vouchers_only / taxonomic_mismatch,"CCH: lots of Yosemite vouchers through 1969, then none; Taylor: not in Yosemite - southern limit of species in Mono Basin",,,,,,,,,,,,,,
Camassia quamash,0,Camassia quamash,current,Asparagaceae,5.monocot-colorful,,native,11,1,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,19,19,9,1889,"Chesnut, Victor K.; ; Drew, Elmer R.",1965,dawnendico,8/9/2005,thomastaylor1,8/17/2023,2005,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Chlorogalum pomeridianum,0,Chlorogalum pomeridianum,current,Asparagaceae,5.monocot-colorful,,native,44,9,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,7,7,3,1900,Cook; Reynolds,1944,alainakrakowiak,6/2/2015,julien9uwr,8/1/2023,2015,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Dichelostemma congestum,0,Dichelostemma congestum,current,Asparagaceae,5.monocot-colorful,,native,,,,1,,,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in park",XX-not in graphics,"XX-not on parks list, but occurs in park",retain exact name,retain exact name,1,1,1,1924,"Lehenbauer, P.A.",1924,,,,,,,,,,,,agree_with_has_voucher&NOT_on_park_list,,v_2,correct-old_voucher_only,"several CCH2 vouchers, including a very recent one just outside park, but old vouchers all in small herbaria and these seem suspicious; not in Taylor",,,,,,,,,taxonomic_mismatch-suspect mismatch,,,,,
Dichelostemma multiflorum,0,Dichelostemma multiflorum,current,Asparagaceae,5.monocot-colorful,,native,8,4,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,7,7,,1902,"Hall, Harvey Monroe",1982,tgosliner,6/13/2013,jerry171,6/24/2020,2013,2020,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Dichelostemma volubile,0,Dichelostemma volubile,current,Asparagaceae,5.monocot-colorful,,native,13,1,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,9,9,5,1901,"Grant, George B.",1967,lizzywenk,6/15/2014,dgrimmphd,7/26/2023,2014,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Dipterostemon capitatus,0,Dipterostemon capitatus,current,Asparagaceae,5.monocot-colorful,Dichelostemma capitatum,native,51,35,,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain species under synonymous name,retain species under synonymous name,retain exact name,retain exact name,7,6,2,1894,"Dudley, William R.",2006,,,,,,,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list_under_synonym-didn't check,,,,,,,,,,,,,,,,,,
Dipterostemon capitatus,1,Dichelostemma capitatum,synonym,Asparagaceae,5.monocot-colorful,Dipterostemon capitatus,native,,,1,,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,,,,,,,,,,,,,,,synonym_from_GBIF_being_kept [[no duplication]],,pl_1,,,,,,,,,,,,synonym,,,,
Maianthemum racemosum,0,Maianthemum racemosum,current,Asparagaceae,5.monocot-colorful,,native,122,6,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,30,30,10,1901,"Grant, George B.",1967,jonathanwitkop,6/7/2013,bjlmt,10/27/2023,2013,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,"Yosemite Valley, montane",,,,,,,,,,,,,,,1901,1967,28
Maianthemum stellatum,0,Maianthemum stellatum,current,Asparagaceae,5.monocot-colorful,,native,3,,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,6,5,2,1902,"Bacon, Mrs. D. G.",2003,bbell,7/5/2019,garybill,6/9/2022,2019,2022,2003 in gbif,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,1902,2003,5
Muscari armeniacum,0,Muscari armeniacum,current,Asparagaceae,5.monocot-colorful,,introduced,,1,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-not in graphics,"add, needsID observation that likely correct",XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,,,,,,,,,,,,,,new invasive,,,,IGNORE-needsID_possibly_correct_but_no_vouchers_or_RG,,,,,,,,,,,"most likely wrong ID, but check",,,,,,,
Triteleia crocea,0,Triteleia crocea,current,Asparagaceae,5.monocot-colorful,,out-of-range,,,,1,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in park",XX-not in graphics,"XX-not on parks list, not in park",identification error,"remove, incorrect identification",,,,,,,,,,,,,,,,,,disagree_with_has_voucher&parks_list,,v_2,wrong_ID,"Single gbif observation, recent, but no photo, voucher, small herbarium (Boise State University, Snake River Plains Herbarium )",,,,,far northern California species,https://www.gbif.org/occurrence/4068900149,,,mis-identification,,,2006,2006,1
Triteleia dudleyi,0,Triteleia dudleyi,current,Asparagaceae,5.monocot-colorful,,native,1,1,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,4,3,4,1911,"Jepson, Willis L.",2009,aaron_echols,8/27/2019,aaron_echols,8/27/2019,2019,2019,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,montane in southwest,,correct-old&recent_vouchers,,,,,,,,,,,,,1911,2009,4
Triteleia hyacinthina,0,Triteleia hyacinthina,current,Asparagaceae,5.monocot-colorful,,native,31,10,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,10,10,2,1902,"Hall, Harvey Monroe",1958,lizzywenk,6/17/2014,lizzywenk,7/4/2023,2014,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,"Mather, Achkerson, Wawona",,,,,,,,,,,,,,,1902,1958,10
Triteleia ixioides,0,Triteleia ixioides,current,Asparagaceae,5.monocot-colorful,,native,191,64,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,70,70,27,1863,"Brewer, William Henry",1984,epoelzl,6/6/2005,thomastaylor1,9/6/2023,2005,2023,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list-didn't check,,,,,,,,,,,,,,,,,,
Triteleia ixioides,1,Triteleia lugens,misapplied,Asparagaceae,5.monocot-colorful,misapplied to Triteleia ixioides,out-of-range,,,1,1,,misapplied,misapplied,misapplied,1,,,,XX-not in graphics,"XX-not in iNat, not in park",taxonomic or nomenclatural error,"remove, misapplied name",taxonomic or nomenclatural error,"remove, misapplied name",,,,,,,epoelzl,6/6/2005,thomastaylor1,9/6/2023,2005,2023,,,,,,disagree_with_has_voucher&parks_list,montane,v_2,taxonomic_mismatch,"CCH: Lots of vouchers clustered around Yosemite, but in iNat only in Coast Ranges; must be some disagreement about what constitutes the species; Taylor: misapplied to Tritelia ixioides",,,,,Coast Range species,,,,taxonomic_mismatch-wrong something,,,1936,1957,7
Triteleia laxa,0,Triteleia laxa,current,Asparagaceae,5.monocot-colorful,,native,1,,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,7,7,5,1895,"Perkins, Albert J.",1965,alexwalkerr,5/9/2021,alexwalkerr,5/9/2021,2021,2021,,,in Symbiota,,,agree_with_has_voucher&YES_on_park_list,,v_3,correct-old_vouchers_only,"CCH: quite a few old Yosemite Valley vouchers, but no recent ones; and iNat valid",,,,,,,,,,,,,,
