accepted_name,scientific_name,taxonomic_status,family,broader,synonym_matches,establishment_means,count_RG,count_needs_id,in_park_START,voucher_START,iNat_RG_START,in_park_END,voucher_END,iNat_RG_END,old_voucher,recent_voucher,final_list,possibly_valid_needs_ID,iNat_outcome,iNat_outcome_detailed,parks_outcome,parks_outcome_detailed,voucher_outcome,voucher_outcome_detailed,voucher_obs,voucher_obs_to_1990,voucher_obs_coord,year_first,first_observer,year_last,first_iNat_observer,first_iNat_date,last_iNat_observer,last_iNat_date,iNat_year_first,iNat_year_last,vouches_from_gbif_only,iNat_needs_ID_only_verdict,symbiota,iNat_missing_in_gbif,use_as_example,location_notes,notes,iNat_notes,range_notes,voucher_links,species added during manual voucher searches,iNat_needs_ID_only,iNat_needsID_only_notes,taxonomic_concerns,first_record-manual,last_record-manual
Castilleja hirsuta,Castilleja hirsuta,current,Orobanchaceae,3.dicot,,N/A,,,,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside protected area or missing coordinates' found, but rejected due to 'incorrect identification'; not in protected area",1,1,,1940,"Pennell, Francis Whittier",1940,,,,,,,,,,,,,,,,,,,,,,
Castilleja lacera,Castilleja lacera,current,Orobanchaceae,3.dicot,,native,3,1,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,27,27,14,1885,"Congdon, Joseph Whipple",1946,weverkaj,7/19/2017,lizzywenk,6/17/2022,2017,2022,,,in Symbiota,,,,,,,,,,,,,
Castilleja lemmonii,Castilleja lemmonii,current,Orobanchaceae,3.dicot,,native,125,7,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,79,71,53,1889,"Chesnut, Victor K.; ; Drew, Elmer R.",2015,kevinhintsa,8/2/2004,william820,9/14/2023,2004,2023,,,in Symbiota,,,,,,,,,,,,,
Castilleja linariifolia,Castilleja linariifolia,current,Orobanchaceae,3.dicot,,native,,6,,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside protected area or missing coordinates' found, but rejected due to 'untraced taxonomic error'; not in protected area",4,4,,1872,"Gray, Asa",1927,,,,,,,,remove,,,,,,,,,,maybe,"fixed 1, rest are probably a mix of miniata and applegatei and new names for various applegatei subspecies",,,
Castilleja lineariloba,Castilleja lineariloba,current,Orobanchaceae,3.dicot,,native,6,3,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,10,8,8,1923,"Munz, Philip Alexander",2004,smulcahy22,5/31/2021,rudyclaeys,7/10/2023,2021,2023,,,in Symbiota,,,,,,,,,,,,,
Castilleja miniata,Castilleja miniata,current,Orobanchaceae,3.dicot,,native,56,58,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,64,59,39,1863,"Brewer, William Henry",2015,papili01,7/9/1991,ljfilgas,9/17/2023,1991,2023,,,in Symbiota,,,,,,,,,,,,,
Castilleja minor,Castilleja minor,current,Orobanchaceae,3.dicot,Castilleja affinis var. minor,native,,,1,,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in protected area",geographic error,"remove, species range far from park",XX-not in graphics,"XX-no voucher, not in protected area",,,,,,,,,,,,,,,in Symbiota,,,,"CCH: 1 voucher from Wawona Road, all others west of Groveland at quite low elevations; Taylor: no mention of this voucher",,wrong range-west or south of park at lower elevations,,,,,,,
Castilleja nana,Castilleja nana,current,Orobanchaceae,3.dicot,,native,21,17,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,55,49,41,1889,"Chesnut, Victor K.; ; Drew, Elmer R.",2007,tomhilton,7/21/2009,melisaclarke,8/18/2023,2009,2023,,,in Symbiota,,,,,,,,,,,,,
Castilleja pallescens,Castilleja pallescens,current,Orobanchaceae,3.dicot,,N/A,,,,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside protected area or missing coordinates' found, but rejected due to 'incorrect identification'; not in protected area",1,1,,1938,"Bracelin, Mrs. H. P.",1938,,,,,,,,,,,,,,,,,,,,,,
Castilleja peirsonii,Castilleja peirsonii,current,Orobanchaceae,3.dicot,,native,14,3,,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,"retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",retain exact name,retain exact name,22,17,15,1921,"Peirson, Frank W.",2005,matsonburger,8/7/2010,okisutch99,9/6/2023,2010,2023,,,in Symbiota,,,,,,,,,,,,,
Castilleja peirsonii,Castilleja parviflora,misapplied,Orobanchaceae,3.dicot,misapplied to Castilleja peirsonii,native,1,,1,1,1,misapplied,misapplied,misapplied,1,1,,,identification error,"remove, incorrect identification",XX-synonym,XX-synonym,taxonomic or nomenclatural error,"remove, misapplied name",,,,,,,matsonburger,8/7/2010,okisutch99,9/6/2023,2010,2023,,,,,,,,both Jepson and Flora of North America indicate all Sierra individuals are Castilleja peirsonii,,,,,,,,
Castilleja pilosa,Castilleja pilosa,current,Orobanchaceae,3.dicot,,native,,2,1,1,,1,1,,1,1,1,possibly valid needs ID,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,9,7,6,1936,"Haines, A. Lee",2012,,,,,,,,,in Symbiota,,,,,,,,,,,,,
Castilleja subinclusa,Castilleja subinclusa,current,Orobanchaceae,3.dicot,,,,2,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,,,,,,,,,,,,,,remove,,,,,,,Coast Range and southern Sierra valleys from Kings River south,https://www.inaturalist.org/observations/85257342,,"maybe, but seems likely a different species same genus. Check just in case",probably Castilleja applegatei sl,,,
Castilleja tenuis,Castilleja tenuis,current,Orobanchaceae,3.dicot,,native,2,1,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,10,9,8,1887,"Drew, Elmer R.",2006,adamschneider,5/25/2015,rudyclaeys,7/10/2023,2015,2023,,,in Symbiota,,,,,,,,,,,,,
Cordylanthus pilosus,Cordylanthus pilosus,current,Orobanchaceae,3.dicot,,native,,,,1,,,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",XX-not in graphics,"XX-not on parks list, but occurs in protected area",retain exact name,retain exact name,2,2,1,1878,"Ford, Henry Chapman",1927,,,,,,,,,,,,,"CCH: 2 old vouchers from Mariposa Grove area: 1930, 1878; more recent vouchers west of park; Taylot lists a different voucher from Crane Flat (Pennell, SBBG, no date in Taylor); however the 1930 voucher is in two locations and in YM relabeled as ""Cordylanthus pilosus subsp. bolanderi = Cordylanthus tenuis""",,"Sierra foothills, Coast Range",,,,,,,
Cordylanthus rigidus,Cordylanthus rigidus,current,Orobanchaceae,3.dicot,,native,1,10,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,13,11,6,1934,"Sharsmith, Carl W.",2006,kristymorrow,9/12/2023,kristymorrow,9/12/2023,2023,2023,,,in Symbiota,,,,,,,,,,,,,
Cordylanthus tenuis,Cordylanthus tenuis,current,Orobanchaceae,3.dicot,,native,,2,1,1,,1,1,,1,1,1,possibly valid needs ID,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,43,34,26,1866,"Bolander, Henry Nicholas",2021,,,,,,,,,in Symbiota,,,,,,,,,,,,1866,2021
Cordylanthus wrightii,Cordylanthus wrightii,current,Orobanchaceae,3.dicot,,native,,,,1,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",geographic error,"remove, coordinates erroneously inside protected area",,,,,,,,,,,,,,,,,,,CCH: no vouchers; Taylor: no mention; gbif: 1 voucher that describes desert location,,"all of Arizona, just spilling into surrounding states",https://www.gbif.org/occurrence/2430088529,,,,,,
Orthocarpus cuspidatus,Orthocarpus cuspidatus,current,Orobanchaceae,3.dicot,,native,,,1,1,,1,1,,1,,1,2024 RG obs,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,6,6,4,1909,"Jepson, Willis L.",1961,,,,,,,,,in Symbiota,,,,several CCH2 vouchers from expected locations - e.g. top of Rancheria Mtn (I have non-georeferenced 2006 photos from here) - but all old,,common in eastern Sierra and in northern Emigrant Wilderness,,,,,,,
Orthocarpus imbricatus,Orthocarpus imbricatus,current,Orobanchaceae,3.dicot,,N/A,,,,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside protected area or missing coordinates' found, but rejected due to 'incorrect identification'; not in protected area",1,1,,1914,"Perkins, Albert J.",1914,,,,,,,,,,,,,,,,,,,,,,
Orthocarpus luteus,Orthocarpus luteus,current,Orobanchaceae,3.dicot,,native,,,1,,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",2,1,2,1965,"Hood, Mary V.",2004,,,,,,,,,in Symbiota,,,"Hetch Hetchy, Badger Pass","Taylor: below 9600 on east slope; iNat: a very few east side records, but mostly further inland in intermountain west/Rockies; CCH: Colwell voucher at Miguel Mdw from 2004; two Badger pass vouchers from 1966",,,,"add, found during search of CCH2 for species in iNat, parks list",,,,1965,2004
Pedicularis attollens,Pedicularis attollens,current,Orobanchaceae,3.dicot,,native,121,3,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,55,49,43,1866,"Bolander, Henry Nicholas",2011,tomhilton,7/22/2009,kanab-birder,9/15/2023,2009,2023,,,in Symbiota,,,,,,,,,,,,,
Pedicularis centranthera,Pedicularis centranthera,current,Orobanchaceae,3.dicot,,N/A,,,,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside protected area or missing coordinates' found, but rejected due to 'incorrect identification'; not in protected area",1,1,,1940,"Pennell, Francis Whittier",1940,,,,,,,,,,,,,,,,,,,,,,
Pedicularis densiflora,Pedicularis densiflora,current,Orobanchaceae,3.dicot,,native,2,,,,1,,,,,,,,identification error,"remove, incorrect identification",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside protected area or missing coordinates' found, but rejected due to 'incorrect identification'; not in protected area",2,2,,1963,"Gardner, Ivana",1985,,,,,,,,,,,,,,"2 RG observations in iNat, one looks like wrong ID (https://www.inaturalist.org/observations/12359571 - I suspect Hydrophyllum sp.), the other clearly wrong coordinates (I've messaged)",,,,,,,,
Pedicularis groenlandica,Pedicularis groenlandica,current,Orobanchaceae,3.dicot,,native,43,4,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,31,29,21,1889,"Chesnut, Victor K.; ; Drew, Elmer R.",2011,sganley,7/9/2008,rattman,8/10/2023,2008,2023,,,in Symbiota,,,,,,,,,,,,,
Pedicularis semibarbata,Pedicularis semibarbata,current,Orobanchaceae,3.dicot,,native,42,5,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,23,22,13,1863,"Brewer, William Henry",2003,sganley,5/29/2013,kyanocitta,8/13/2023,2013,2023,,,in Symbiota,,,,,,,,,,,,,
Oxalis albicans,Oxalis albicans,current,Oxalidaceae,3.dicot,,native,,,,,,,1,,,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",XX-not in graphics,"XX-not on parks list, but occurs in protected area",taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",1,,1,2008,"Taylor, Dean William",2008,,,,,,,,,,,,,,,,,"add, found during search of CCH2 by locality name",,,,,
Oxalis corniculata,Oxalis corniculata,current,Oxalidaceae,3.dicot,??Oxalis stricta,introduced,,2,1,,,1,1,,,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",3,,3,1998,"Graham, Roy D.",2009,,,,,,,,,in Symbiota,,,Yosemite Valley,"CCH: recent Yosemite Valley vouchers, including Ahwanhee; but old vouchers under old name",,,,"add, found during search of CCH2 for species in iNat, parks list",,,,1998,2009
Oxalis dillenii,Oxalis dillenii,current,Oxalidaceae,3.dicot,,introduced,,,,1,,,1,,,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",XX-not in graphics,"XX-not on parks list, but occurs in protected area",retain exact name,retain exact name,3,,3,2009,"Taylor, Dean William",2010,,,,,,,,,,,,Yosemite Valley,"all vouchers recent, from Dean Taylor",,no Sierra observations,,,,,,2009,2010
Oxalis stricta,Oxalis stricta,current,Oxalidaceae,3.dicot,??Oxalis corniculata,introduced,,1,,1,,,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",XX-not in graphics,"XX-not on parks list, but occurs in protected area",retain exact name,retain exact name,2,2,1,1954,"Rose, Lewis Samuel",1982,,,,,,,,,,,,Yosemite Valley,"CCH: 2 vouchers from Ahwanhee Mdw (1954, 1982); Taylor: not mentioned - because also a synonym of Oxalis corniculata",,,,,,,taxonomic_mismatch-synonym,1954,1982
Oxalis suksdorfii,Oxalis suksdorfii,current,Oxalidaceae,3.dicot,,N/A,,,,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside protected area or missing coordinates' found, but rejected due to 'untraced taxonomic error'; not in protected area",1,1,1,1888,unknown,1888,,,,,,,,,,,,,,,,,,,,,,
Argemone munita,Argemone munita,current,Papaveraceae,3.dicot,,,,1,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,,,,,,,,,,,,,,remove-wrong coordinates,,,,,,,,https://www.inaturalist.org/observations/183325216,,"could be legit. Location maybe a little questionable, 11 km uncertainty",from photo can see it is low on east side of Tioga Pass,,,
Dendromecon rigida,Dendromecon rigida,current,Papaveraceae,3.dicot,,native,,,1,1,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",databasing discrepancy,"remove, designated as 'False Report'",geographic error,"remove, coordinates erroneously inside protected area",2,2,1,1890,"Perkins, Albert J.",1894,,,,,,,,,,,,,"1 CCH2 voucher from 1890, which says ""Yosemite Valley"", but also says ""foothills"" and ""6000m"" (must be 600 m), so suspect this is wrong; additional gbif in CAS, that was collected by Dana York and coordinates on Mount Dana, even throught description is ""Kings River Basin. Ca. 51 km east-northeast of Fresno (FSC), Sierra National Forest, Haslett Basin, Forest Road 10S69. all vouchers recent, from Dean Taylor; wrong coordinates on voucher from 1890 - Foothills-- gravelly soil. Tree poppy. Ovate leaves.  & Yos Valley & 6000 meters - something wrong",,"common in the Coast Range and lower elevation Sierra, including locations not too far west of Yosemite",https://www.gbif.org/occurrence/1426104127,,,,,,
Dicentra formosa,Dicentra formosa,current,Papaveraceae,3.dicot,,native,75,4,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,13,13,6,1878,"Ford, Henry Chapman",1965,gregg29,5/1/2008,htasoff,7/7/2023,2008,2023,,,in Symbiota,,,,,,,,,,,,,
Dicentra pauciflora,Dicentra pauciflora,current,Papaveraceae,3.dicot,,native,,,1,1,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,3,2,2,1923,"Michael, Enid",2010,,,,,,,,,in Symbiota,,,Yosmite Valley,,,,,,,,,1923,2010
Dicentra uniflora,Dicentra uniflora,current,Papaveraceae,3.dicot,,native,25,2,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,17,16,10,1907,"Eastwood, Alice",2005,lizzywenk,6/14/2014,riverdoofus,7/22/2023,2014,2023,,,in Symbiota,,,,,,,,,,,,,
Ehrendorferia chrysantha,Ehrendorferia chrysantha,current,Papaveraceae,3.dicot,Dicentra chrysantha,native,1,,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,3,3,1,1940,"Sharsmith, Carl W.",1959,jerry171,6/20/2020,jerry171,6/20/2020,2020,2020,,,in Symbiota,,,,CCH: 3 old vouchers; iNat - quite a few RG just at park boundary near Foresta,,,,,,,,,
Eschscholzia caespitosa,Eschscholzia caespitosa,current,Papaveraceae,3.dicot,Eschscholzia hypecoides,native,2,1,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1,1,1,1929,"Michael, Enid",1929,riodelmartians,8/25/2021,susanfawcett,5/26/2022,2021,2022,,,in Symbiota,,,,,,,,,,,,,
Eschscholzia californica,Eschscholzia californica,current,Papaveraceae,3.dicot,,native,18,3,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,8,8,1,1900,"Bioletti, Frederick Theodore",1965,pkleeman,5/31/2015,dinofish99,7/22/2023,2015,2023,,,in Symbiota,,,,,,,,,,,,,
Eschscholzia hypecoides,Eschscholzia hypecoides,current,Papaveraceae,3.dicot,Eschscholzia caespitosa,N/A,,,1,,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in protected area",databasing discrepancy,"remove, designated as 'False Report'",XX-not in graphics,"XX-no voucher, not in protected area",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platystemon californicus,Platystemon californicus,current,Papaveraceae,3.dicot,,native,,,1,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",geographic error,"remove, species range far from park",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside protected area or missing coordinates' found, but rejected due to 'untraced taxonomic error'; not in protected area",1,1,,1923,"Howell, John Thomas",1923,,,,,,,,,in Symbiota,,,,"CCH, Taylor: closest vouchers in western Mariposa County",,wrong range-west or south of park at lower elevations,,,,,,,
