ID,Name_submitted,Overall_score,Name_matched_id,Name_matched,Name_score,Name_matched_rank,Author_submitted,Author_matched,Author_score,Canonical_author,Name_matched_accepted_family,Genus_submitted,Genus_matched,Genus_score,Specific_epithet_submitted,Specific_epithet_matched,Specific_epithet_score,Family_submitted,Family_matched,Family_score,Infraspecific_rank,Infraspecific_epithet_matched,Infraspecific_epithet_score,Infraspecific_rank_2,Infraspecific_epithet_2_matched,Infraspecific_epithet_2_score,Annotations,Unmatched_terms,Name_matched_url,Name_matched_lsid,Phonetic,Taxonomic_status,Accepted_name,Accepted_species,Accepted_name_author,Accepted_name_id,Accepted_name_rank,Accepted_name_url,Accepted_name_lsid,Accepted_family,Overall_score_order,Highertaxa_score_order,Source,Warnings,
1047,Viola lobata ssp. lobata,1,1128978,Viola lobata subsp. lobata,1,subspecies,,,NA,,Violaceae,Viola,Viola,1,lobata,lobata,1,,,NA,subsp.,lobata,1,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0001144846,,Y,Synonym,Viola lobata,Viola lobata,Benth.,1128780,species,http://www.worldfloraonline.org/taxon/wfo-0001144647,,Violaceae,1,1,wfo,0,
1048,Viola macloskeyi,1,1128783,Viola macloskeyi,1,species,,,NA,F.E.Lloyd,Violaceae,Viola,Viola,1,macloskeyi,macloskeyi,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0001144650,,Y,Accepted,Viola macloskeyi,Viola macloskeyi,F.E.Lloyd,1128783,species,http://www.worldfloraonline.org/taxon/wfo-0001144650,,Violaceae,1,1,wfo,0,
1049,Viola pinetorum ssp. pinetorum,1,1204658,Viola pinetorum subsp. pinetorum,1,subspecies,,,NA,,Violaceae,Viola,Viola,1,pinetorum,pinetorum,1,,,NA,subsp.,pinetorum,1,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0001221012,,Y,Synonym,Viola pinetorum,Viola pinetorum,Greene,1128954,species,http://www.worldfloraonline.org/taxon/wfo-0001144822,,Violaceae,1,1,wfo,0,
1050,Viola purpurea ssp. integrifolia,1,1128813,Viola purpurea subsp. integrifolia,1,subspecies,,,NA,M.S.Baker & J.C.Clausen,Violaceae,Viola,Viola,1,purpurea,purpurea,1,,,NA,subsp.,integrifolia,1,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0001144680,,Y,Synonym,Viola purpurea var. integrifolia,Viola purpurea,(M.S.Baker & J.C.Clausen) J.T.Howell,1223971,variety,http://www.worldfloraonline.org/taxon/wfo-0001240797,,Violaceae,1,1,wfo,0,
1051,Viola purpurea ssp. purpurea,1,1128957,Viola purpurea subsp. purpurea,1,subspecies,,,NA,,Violaceae,Viola,Viola,1,purpurea,purpurea,1,,,NA,subsp.,purpurea,1,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0001144825,,Y,Synonym,Viola purpurea,Viola purpurea,Kellogg,1128574,species,http://www.worldfloraonline.org/taxon/wfo-0001144440,,Violaceae,1,1,wfo,0,
1052,Viola purpurea ssp. quercetorum,0.599573844,1128574,Viola purpurea,0.599573844,species,,,NA,Kellogg,Violaceae,Viola,Viola,1,purpurea,purpurea,1,,,NA,,,NA,,,NA,,ssp. quercetorum,http://www.worldfloraonline.org/taxon/wfo-0001144440,,Y,Accepted,Viola purpurea,Viola purpurea,Kellogg,1128574,species,http://www.worldfloraonline.org/taxon/wfo-0001144440,,Violaceae,1,1,wfo,1,
1053,Viola purpurea ssp. venosa,1,424697,Viola purpurea subsp. venosa,1,subspecies,,,NA,(S.Watson) M.S.Baker & J.C.Clausen,Violaceae,Viola,Viola,1,purpurea,purpurea,1,,,NA,subsp.,venosa,1,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000430708,,Y,Synonym,Viola purpurea var. venosa,Viola purpurea,(S.Watson) Brainerd,424727,variety,http://www.worldfloraonline.org/taxon/wfo-0000430738,,Violaceae,1,1,wfo,0,
1054,Viola sheltonii,1,1128825,Viola sheltonii,1,species,,,NA,Torr.,Violaceae,Viola,Viola,1,sheltonii,sheltonii,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0001144692,,Y,Accepted,Viola sheltonii,Viola sheltonii,Torr.,1128825,species,http://www.worldfloraonline.org/taxon/wfo-0001144692,,Violaceae,1,1,wfo,0,
1055,Malva nicaeensis,1,443312,Malva nicaeensis,1,species,,,NA,All.,Malvaceae,Malva,Malva,1,nicaeensis,nicaeensis,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000449449,,Y,Accepted,Malva nicaeensis,Malva nicaeensis,All.,443312,species,http://www.worldfloraonline.org/taxon/wfo-0000449449,,Malvaceae,1,1,wfo,0,
1056,Malva parviflora,1,443096,Malva parviflora,1,species,,,NA,L.,Malvaceae,Malva,Malva,1,parviflora,parviflora,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000449230,,Y,Accepted,Malva parviflora,Malva parviflora,L.,443096,species,http://www.worldfloraonline.org/taxon/wfo-0000449230,,Malvaceae,1,1,wfo,0,
1057,Sidalcea glaucescens,1,1062604,Sidalcea glaucescens,1,species,,,NA,Greene,Malvaceae,Sidalcea,Sidalcea,1,glaucescens,glaucescens,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0001077117,,Y,Accepted,Sidalcea glaucescens,Sidalcea glaucescens,Greene,1062604,species,http://www.worldfloraonline.org/taxon/wfo-0001077117,,Malvaceae,1,1,wfo,0,
1058,Sidalcea malviflora ssp. asprella,1,1062612,Sidalcea malviflora subsp. asprella,1,subspecies,,,NA,(Greene) C.L.Hitchc.,Malvaceae,Sidalcea,Sidalcea,1,malviflora,malviflora,1,,,NA,subsp.,asprella,1,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0001077125,,Y,Synonym,Sidalcea asprella,Sidalcea asprella,Greene,1063171,species,http://www.worldfloraonline.org/taxon/wfo-0001077700,,Malvaceae,1,1,wfo,0,
1059,Sidalcea reptans,1,1062628,Sidalcea reptans,1,species,,,NA,Greene,Malvaceae,Sidalcea,Sidalcea,1,reptans,reptans,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0001077141,,Y,Accepted,Sidalcea reptans,Sidalcea reptans,Greene,1062628,species,http://www.worldfloraonline.org/taxon/wfo-0001077141,,Malvaceae,1,1,wfo,0,
1060,Lythrum hyssopifolia,1,361548,Lythrum hyssopifolia,1,species,,,NA,L.,Lythraceae,Lythrum,Lythrum,1,hyssopifolia,hyssopifolia,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000366897,,Y,Accepted,Lythrum hyssopifolia,Lythrum hyssopifolia,L.,361548,species,http://www.worldfloraonline.org/taxon/wfo-0000366897,,Lythraceae,1,1,wfo,0,
1061,Rotala ramosior,1,398485,Rotala ramosior,1,species,,,NA,Koehne,Lythraceae,Rotala,Rotala,1,ramosior,ramosior,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000404304,,Y,Accepted,Rotala ramosior,Rotala ramosior,Koehne,398485,species,http://www.worldfloraonline.org/taxon/wfo-0000404304,,Lythraceae,1,1,wfo,0,
1062,Camissonia contorta,1,575680,Camissonia contorta,1,species,,,NA,(Douglas) Kearney,Onagraceae,Camissonia,Camissonia,1,contorta,contorta,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000582836,,Y,Accepted,Camissonia contorta,Camissonia contorta,(Douglas) Kearney,575680,species,http://www.worldfloraonline.org/taxon/wfo-0000582836,,Onagraceae,1,1,wfo,2,
1063,Camissonia lacustris,1,575708,Camissonia lacustris,1,species,,,NA,P.H.Raven,Onagraceae,Camissonia,Camissonia,1,lacustris,lacustris,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000582864,,Y,Accepted,Camissonia lacustris,Camissonia lacustris,P.H.Raven,575708,species,http://www.worldfloraonline.org/taxon/wfo-0000582864,,Onagraceae,1,1,wfo,0,
1064,Camissonia luciae,1,575710,Camissonia luciae,1,species,,,NA,P.H.Raven,Onagraceae,Camissonia,Camissonia,1,luciae,luciae,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000582866,,Y,Synonym,Camissoniopsis luciae,Camissoniopsis luciae,(P.H.Raven) W.L.Wagner & Hoch,502005,species,http://www.worldfloraonline.org/taxon/wfo-0000508645,,Onagraceae,1,1,wfo,0,
1065,Camissonia sierrae ssp. alticola,1,1326328,Camissonia sierrae subsp. alticola,1,subspecies,,,NA,P.H.Raven,Onagraceae,Camissonia,Camissonia,1,sierrae,sierrae,1,,,NA,subsp.,alticola,1,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0001359978,,Y,Accepted,Camissonia sierrae subsp. alticola,Camissonia sierrae,P.H.Raven,1326328,subspecies,http://www.worldfloraonline.org/taxon/wfo-0001359978,,Onagraceae,1,1,wfo,0,
1066,Camissonia sierrae ssp. sierrae,1,1226940,Camissonia sierrae subsp. sierrae,1,subspecies,,,NA,,Onagraceae,Camissonia,Camissonia,1,sierrae,sierrae,1,,,NA,subsp.,sierrae,1,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0001243844,,Y,Synonym,Camissonia sierrae,Camissonia sierrae,P.H.Raven,575742,species,http://www.worldfloraonline.org/taxon/wfo-0000582898,,Onagraceae,1,1,wfo,0,
1067,Circaea alpina ssp. pacifica,1,598309,Circaea alpina subsp. pacifica,1,subspecies,,,NA,(Asch. & Magnus) P.H.Raven,Onagraceae,Circaea,Circaea,1,alpina,alpina,1,,,NA,subsp.,pacifica,1,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000605610,,Y,Accepted,Circaea alpina subsp. pacifica,Circaea alpina,(Asch. & Magnus) P.H.Raven,598309,subspecies,http://www.worldfloraonline.org/taxon/wfo-0000605610,,Onagraceae,1,1,wfo,0,
1068,Clarkia australis,1,601212,Clarkia australis,1,species,,,NA,E.Small,Onagraceae,Clarkia,Clarkia,1,australis,australis,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000608524,,Y,Accepted,Clarkia australis,Clarkia australis,E.Small,601212,species,http://www.worldfloraonline.org/taxon/wfo-0000608524,,Onagraceae,1,1,wfo,0,
1069,Clarkia biloba ssp. biloba,1,1073119,Clarkia biloba subsp. biloba,1,subspecies,,,NA,,Onagraceae,Clarkia,Clarkia,1,biloba,biloba,1,,,NA,subsp.,biloba,1,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0001087780,,Y,Synonym,Clarkia biloba,Clarkia biloba,A.Nelson & J.F.Macbr.,601213,species,http://www.worldfloraonline.org/taxon/wfo-0000608525,,Onagraceae,1,1,wfo,0,
1070,Clarkia dudleyana,1,601228,Clarkia dudleyana,1,species,,,NA,J.F.Macbr.,Onagraceae,Clarkia,Clarkia,1,dudleyana,dudleyana,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000608540,,Y,Accepted,Clarkia dudleyana,Clarkia dudleyana,J.F.Macbr.,601228,species,http://www.worldfloraonline.org/taxon/wfo-0000608540,,Onagraceae,1,1,wfo,0,
1071,Clarkia gracilis ssp. albicaulis,1,601238,Clarkia gracilis subsp. albicaulis,1,subspecies,,,NA,(Jeps.) F.H.Lewis & M.E.Lewis,Onagraceae,Clarkia,Clarkia,1,gracilis,gracilis,1,,,NA,subsp.,albicaulis,1,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000608550,,Y,Accepted,Clarkia gracilis subsp. albicaulis,Clarkia gracilis,(Jeps.) F.H.Lewis & M.E.Lewis,601238,subspecies,http://www.worldfloraonline.org/taxon/wfo-0000608550,,Onagraceae,1,1,wfo,0,
1072,Clarkia heterandra,1,601241,Clarkia heterandra,1,species,,,NA,(Torr.) F.H.Lewis & P.H.Raven,Onagraceae,Clarkia,Clarkia,1,heterandra,heterandra,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000608553,,Y,Accepted,Clarkia heterandra,Clarkia heterandra,(Torr.) F.H.Lewis & P.H.Raven,601241,species,http://www.worldfloraonline.org/taxon/wfo-0000608553,,Onagraceae,1,1,wfo,0,
1073,Clarkia modesta,1,601249,Clarkia modesta,1,species,,,NA,Jeps.,Onagraceae,Clarkia,Clarkia,1,modesta,modesta,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000608561,,Y,Accepted,Clarkia modesta,Clarkia modesta,Jeps.,601249,species,http://www.worldfloraonline.org/taxon/wfo-0000608561,,Onagraceae,1,1,wfo,0,
1074,Clarkia purpurea ssp. quadrivulnera,1,601261,Clarkia purpurea subsp. quadrivulnera,1,subspecies,,,NA,(Douglas ex Lindl.) F.H.Lewis & M.E.Lewis,Onagraceae,Clarkia,Clarkia,1,purpurea,purpurea,1,,,NA,subsp.,quadrivulnera,1,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000608574,,Y,Accepted,Clarkia purpurea subsp. quadrivulnera,Clarkia purpurea,(Douglas ex Lindl.) F.H.Lewis & M.E.Lewis,601261,subspecies,http://www.worldfloraonline.org/taxon/wfo-0000608574,,Onagraceae,1,1,wfo,0,
1075,Clarkia purpurea ssp. viminea,1,601262,Clarkia purpurea subsp. viminea,1,subspecies,,,NA,(Douglas) F.H.Lewis & M.E.Lewis,Onagraceae,Clarkia,Clarkia,1,purpurea,purpurea,1,,,NA,subsp.,viminea,1,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000608575,,Y,Accepted,Clarkia purpurea subsp. viminea,Clarkia purpurea,(Douglas) F.H.Lewis & M.E.Lewis,601262,subspecies,http://www.worldfloraonline.org/taxon/wfo-0000608575,,Onagraceae,1,1,wfo,0,
1076,Clarkia rhomboidea,1,601265,Clarkia rhomboidea,1,species,,,NA,Douglas,Onagraceae,Clarkia,Clarkia,1,rhomboidea,rhomboidea,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000608578,,Y,Accepted,Clarkia rhomboidea,Clarkia rhomboidea,Douglas,601265,species,http://www.worldfloraonline.org/taxon/wfo-0000608578,,Onagraceae,1,1,wfo,0,
1077,Clarkia unguiculata,1,601286,Clarkia unguiculata,1,species,,,NA,Lindl.,Onagraceae,Clarkia,Clarkia,1,unguiculata,unguiculata,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000608599,,Y,Accepted,Clarkia unguiculata,Clarkia unguiculata,Lindl.,601286,species,http://www.worldfloraonline.org/taxon/wfo-0000608599,,Onagraceae,1,1,wfo,0,
1078,Clarkia williamsonii,1,601290,Clarkia williamsonii,1,species,,,NA,(Durand & Hilg.) F.H.Lewis & M.E.Lewis,Onagraceae,Clarkia,Clarkia,1,williamsonii,williamsonii,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000608603,,Y,Accepted,Clarkia williamsonii,Clarkia williamsonii,(Durand & Hilg.) F.H.Lewis & M.E.Lewis,601290,species,http://www.worldfloraonline.org/taxon/wfo-0000608603,,Onagraceae,1,1,wfo,0,
1079,Epilobium anagallidifolium,1,660972,Epilobium anagallidifolium,1,species,,,NA,Lam.,Onagraceae,Epilobium,Epilobium,1,anagallidifolium,anagallidifolium,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000668738,,Y,Accepted,Epilobium anagallidifolium,Epilobium anagallidifolium,Lam.,660972,species,http://www.worldfloraonline.org/taxon/wfo-0000668738,,Onagraceae,1,1,wfo,0,
1080,Epilobium angustifolium ssp. circumvagum,1,660989,Epilobium angustifolium subsp. circumvagum,1,subspecies,,,NA,Mosquin,Onagraceae,Epilobium,Epilobium,1,angustifolium,angustifolium,1,,,NA,subsp.,circumvagum,1,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000668755,,Y,Accepted,Epilobium angustifolium subsp. circumvagum,Epilobium angustifolium,Mosquin,660989,subspecies,http://www.worldfloraonline.org/taxon/wfo-0000668755,,Onagraceae,1,1,wfo,0,
1081,Epilobium brachycarpum,1,661073,Epilobium brachycarpum,1,species,,,NA,C.Presl,Onagraceae,Epilobium,Epilobium,1,brachycarpum,brachycarpum,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000668840,,Y,Accepted,Epilobium brachycarpum,Epilobium brachycarpum,C.Presl,661073,species,http://www.worldfloraonline.org/taxon/wfo-0000668840,,Onagraceae,1,1,wfo,0,
1082,Epilobium canum ssp. latifolium,0.599573844,661114,Epilobium canum,0.599573844,species,,,NA,(Greene) P.H.Raven,Onagraceae,Epilobium,Epilobium,1,canum,canum,1,,,NA,,,NA,,,NA,,ssp. latifolium,http://www.worldfloraonline.org/taxon/wfo-0000668881,,Y,Accepted,Epilobium canum,Epilobium canum,(Greene) P.H.Raven,661114,species,http://www.worldfloraonline.org/taxon/wfo-0000668881,,Onagraceae,1,1,wfo,1,
1083,Epilobium ciliatum,1,661158,Epilobium ciliatum,1,species,,,NA,Raf.,Onagraceae,Epilobium,Epilobium,1,ciliatum,ciliatum,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000668926,,Y,Accepted,Epilobium ciliatum,Epilobium ciliatum,Raf.,661158,species,http://www.worldfloraonline.org/taxon/wfo-0000668926,,Onagraceae,1,1,wfo,0,
1084,Epilobium ciliatum ssp. ciliatum,1,1072752,Epilobium ciliatum subsp. ciliatum,1,subspecies,,,NA,,Onagraceae,Epilobium,Epilobium,1,ciliatum,ciliatum,1,,,NA,subsp.,ciliatum,1,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0001087410,,Y,Synonym,Epilobium ciliatum,Epilobium ciliatum,Raf.,661158,species,http://www.worldfloraonline.org/taxon/wfo-0000668926,,Onagraceae,1,1,wfo,0,
1085,Epilobium ciliatum ssp. glandulosum,1,661160,Epilobium ciliatum subsp. glandulosum,1,subspecies,,,NA,(Lehm.) Hoch & P.H.Raven,Onagraceae,Epilobium,Epilobium,1,ciliatum,ciliatum,1,,,NA,subsp.,glandulosum,1,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000668928,,Y,No opinion,,,,,,,,,1,1,wfo,0,
1086,Epilobium densiflorum,1,661236,Epilobium densiflorum,1,species,,,NA,(Lindl.) Hoch & P.H.Raven,Onagraceae,Epilobium,Epilobium,1,densiflorum,densiflorum,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000669004,,Y,Accepted,Epilobium densiflorum,Epilobium densiflorum,(Lindl.) Hoch & P.H.Raven,661236,species,http://www.worldfloraonline.org/taxon/wfo-0000669004,,Onagraceae,1,1,wfo,0,
1087,Epilobium foliosum,1,661319,Epilobium foliosum,1,species,,,NA,Dalla Torre & Sarnth.,Onagraceae,Epilobium,Epilobium,1,foliosum,foliosum,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000669087,,Y,Synonym,Epilobium persicinum,Epilobium persicinum,Rchb.,661839,species,http://www.worldfloraonline.org/taxon/wfo-0000669610,,Onagraceae,1,1,wfo,2,
1088,Epilobium glaberrimum ssp. fastigiatum,1,661357,Epilobium glaberrimum subsp. fastigiatum,1,subspecies,,,NA,(Nutt.) Hoch & P.H.Raven,Onagraceae,Epilobium,Epilobium,1,glaberrimum,glaberrimum,1,,,NA,subsp.,fastigiatum,1,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000669125,,Y,Accepted,Epilobium glaberrimum subsp. fastigiatum,Epilobium glaberrimum,(Nutt.) Hoch & P.H.Raven,661357,subspecies,http://www.worldfloraonline.org/taxon/wfo-0000669125,,Onagraceae,1,1,wfo,0,
1089,Epilobium glaberrimum ssp. glaberrimum,1,1073391,Epilobium glaberrimum subsp. glaberrimum,1,subspecies,,,NA,,Onagraceae,Epilobium,Epilobium,1,glaberrimum,glaberrimum,1,,,NA,subsp.,glaberrimum,1,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0001088062,,Y,Synonym,Epilobium glaberrimum,Epilobium glaberrimum,Barbey,661355,species,http://www.worldfloraonline.org/taxon/wfo-0000669123,,Onagraceae,1,1,wfo,0,
1090,Epilobium halleanum,0.982101171,661410,Epilobium hallianum,0.982101171,species,,,NA,Hausskn.,Onagraceae,Epilobium,Epilobium,1,halleanum,hallianum,0.888888889,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000669178,,,Accepted,Epilobium hallianum,Epilobium hallianum,Hausskn.,661410,species,http://www.worldfloraonline.org/taxon/wfo-0000669178,,Onagraceae,1,1,wfo,0,
1091,Epilobium hornemannii ssp. hornemannii,1,1073107,Epilobium hornemannii subsp. hornemannii,1,subspecies,,,NA,,Onagraceae,Epilobium,Epilobium,1,hornemannii,hornemannii,1,,,NA,subsp.,hornemannii,1,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0001087768,,Y,Synonym,Epilobium hornemannii,Epilobium hornemannii,Rchb.,661444,species,http://www.worldfloraonline.org/taxon/wfo-0000669212,,Onagraceae,1,1,wfo,0,
1092,Epilobium howellii,1,661449,Epilobium howellii,1,species,,,NA,Hoch,Onagraceae,Epilobium,Epilobium,1,howellii,howellii,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000669217,,Y,Accepted,Epilobium howellii,Epilobium howellii,Hoch,661449,species,http://www.worldfloraonline.org/taxon/wfo-0000669217,,Onagraceae,1,1,wfo,0,
1093,Epilobium lactiflorum,1,661516,Epilobium lactiflorum,1,species,,,NA,Hausskn.,Onagraceae,Epilobium,Epilobium,1,lactiflorum,lactiflorum,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000669284,,Y,Accepted,Epilobium lactiflorum,Epilobium lactiflorum,Hausskn.,661516,species,http://www.worldfloraonline.org/taxon/wfo-0000669284,,Onagraceae,1,1,wfo,0,
1094,Epilobium latifolium,1,661534,Epilobium latifolium,1,species,,,NA,L.,Onagraceae,Epilobium,Epilobium,1,latifolium,latifolium,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000669302,,Y,Accepted,Epilobium latifolium,Epilobium latifolium,L.,661534,species,http://www.worldfloraonline.org/taxon/wfo-0000669302,,Onagraceae,1,1,wfo,0,
1095,Epilobium minutum,1,661636,Epilobium minutum,1,species,,,NA,Lindl.,Onagraceae,Epilobium,Epilobium,1,minutum,minutum,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000669404,,Y,Accepted,Epilobium minutum,Epilobium minutum,Lindl.,661636,species,http://www.worldfloraonline.org/taxon/wfo-0000669404,,Onagraceae,1,1,wfo,0,
1096,Epilobium obcordatum,1,661719,Epilobium obcordatum,1,species,,,NA,A.Gray,Onagraceae,Epilobium,Epilobium,1,obcordatum,obcordatum,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000669489,,Y,Accepted,Epilobium obcordatum,Epilobium obcordatum,A.Gray,661719,species,http://www.worldfloraonline.org/taxon/wfo-0000669489,,Onagraceae,1,1,wfo,0,
1097,Epilobium oreganum,1,661744,Epilobium oreganum,1,species,,,NA,Greene,Onagraceae,Epilobium,Epilobium,1,oreganum,oreganum,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000669514,,Y,Accepted,Epilobium oreganum,Epilobium oreganum,Greene,661744,species,http://www.worldfloraonline.org/taxon/wfo-0000669514,,Onagraceae,1,1,wfo,0,
1098,Epilobium oregonense,1,661745,Epilobium oregonense,1,species,,,NA,Hausskn.,Onagraceae,Epilobium,Epilobium,1,oregonense,oregonense,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000669515,,Y,Accepted,Epilobium oregonense,Epilobium oregonense,Hausskn.,661745,species,http://www.worldfloraonline.org/taxon/wfo-0000669515,,Onagraceae,1,1,wfo,0,
1099,Epilobium saximontanum,1,661986,Epilobium saximontanum,1,species,,,NA,Hausskn.,Onagraceae,Epilobium,Epilobium,1,saximontanum,saximontanum,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000669757,,Y,Accepted,Epilobium saximontanum,Epilobium saximontanum,Hausskn.,661986,species,http://www.worldfloraonline.org/taxon/wfo-0000669757,,Onagraceae,1,1,wfo,0,
1100,Epilobium torreyi,1,662101,Epilobium torreyi,1,species,,,NA,(S.Watson) Hoch & P.H.Raven,Onagraceae,Epilobium,Epilobium,1,torreyi,torreyi,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000669873,,Y,No opinion,,,,,,,,,1,1,wfo,0,
1101,Gayophytum decipiens,1,687912,Gayophytum decipiens,1,species,,,NA,F.H.Lewis & Szweyk.,Onagraceae,Gayophytum,Gayophytum,1,decipiens,decipiens,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000695836,,Y,Accepted,Gayophytum decipiens,Gayophytum decipiens,F.H.Lewis & Szweyk.,687912,species,http://www.worldfloraonline.org/taxon/wfo-0000695836,,Onagraceae,1,1,wfo,0,
1102,Gayophytum diffusum ssp. parviflorum,1,687915,Gayophytum diffusum subsp. parviflorum,1,subspecies,,,NA,F.H.Lewis & Szweyk.,Onagraceae,Gayophytum,Gayophytum,1,diffusum,diffusum,1,,,NA,subsp.,parviflorum,1,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000695839,,Y,Accepted,Gayophytum diffusum subsp. parviflorum,Gayophytum diffusum,F.H.Lewis & Szweyk.,687915,subspecies,http://www.worldfloraonline.org/taxon/wfo-0000695839,,Onagraceae,1,1,wfo,0,
1103,Gayophytum eriospermum,1,687919,Gayophytum eriospermum,1,species,,,NA,Coville,Onagraceae,Gayophytum,Gayophytum,1,eriospermum,eriospermum,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000695843,,Y,Accepted,Gayophytum eriospermum,Gayophytum eriospermum,Coville,687919,species,http://www.worldfloraonline.org/taxon/wfo-0000695843,,Onagraceae,1,1,wfo,0,
1104,Gayophytum heterozygum,1,687925,Gayophytum heterozygum,1,species,,,NA,F.H.Lewis & Szweyk.,Onagraceae,Gayophytum,Gayophytum,1,heterozygum,heterozygum,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000695849,,Y,Accepted,Gayophytum heterozygum,Gayophytum heterozygum,F.H.Lewis & Szweyk.,687925,species,http://www.worldfloraonline.org/taxon/wfo-0000695849,,Onagraceae,1,1,wfo,0,
1105,Gayophytum humile,1,687927,Gayophytum humile,1,species,,,NA,A.Juss.,Onagraceae,Gayophytum,Gayophytum,1,humile,humile,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000695851,,Y,Accepted,Gayophytum humile,Gayophytum humile,A.Juss.,687927,species,http://www.worldfloraonline.org/taxon/wfo-0000695851,,Onagraceae,1,1,wfo,0,
