accepted_name,scientific_name,taxonomic_status,family,broader,synonymy_notes,establishment_means,taxonID,count_RG,count_needs_id,in_park_START,voucher_START,iNat_RG_START,in_park_END,voucher_END,iNat_RG_END,old_voucher,recent_voucher,final_list,iNat_needsID_only,iNat_outcome,iNat_outcome_detailed,parks_outcome,parks_outcome_detailed,voucher_outcome,voucher_outcome_detailed,voucher_obs,voucher_obs_to_1990,voucher_obs_coord,year_first_voucher,year_last_voucher,date_first_iNat_obs,date_last_iNat_obs,first_voucher_collector,first_iNat_observer,last_iNat_observer,year_first_iNat,year_last_iNat,vouchers_from_gbif_only,iNat_needs_ID_only_verdict,Symbiota,iNat_missing_in_gbif,use_as_example,voucher_parklist_notes,iNat_notes,range_notes,voucher_links,species added during manual voucher searches,iNat_needsID_only_notes,iNat_needsID_only_notes2,taxonomic_concerns,synonyms_from_CCH
Polystichum imbricans,Polystichum imbricans,accepted,Dryopteridaceae,1.ferns/primitive,,native,https://www.inaturalist.org/taxa/58763,27,14,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,33,32,13,1869,2006,4/12/2014,12/14/2023,"Canby, William M.",greenrosettas,ljfilgas,2014,2023,,,in Symbiota,,,,,various,,,,,,Polystichum imbricans ssp. imbricans; Polystichum imbricans subsp. curtum; Polystichum imbricans subsp. imbricans; Polystichum munitum; Polystichum munitum subsp. imbricans; Polystichum munitum subsp. nudatum
Polystichum imbricans,Polystichum munitum,misapplied,Dryopteridaceae,1.ferns/primitive,misapplied to Polystichum imbricans,native,https://www.inaturalist.org/taxa/58763,,,1,1,,misapplied,misapplied,misapplied,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",taxonomic or nomenclatural error,"remove, misapplied name",taxonomic or nomenclatural error,"remove, misapplied name",,,,1869,2006,4/12/2014,12/14/2023,,greenrosettas,ljfilgas,2014,2023,,,,,,"CCH-lots of old vouchers, but no recent ones; Taylor says name commonly misapplied to Polystichum imbricans in old literature",,Yosemite Valley,,,,,taxonomic_mismatch-misapplied,
Polystichum kruckebergii,Polystichum kruckebergii,accepted,Dryopteridaceae,1.ferns/primitive,,native,https://www.inaturalist.org/taxa/78696,,,1,,,1,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",1,1,1,1939,1939,,,"Butts, Edward C.",,,,,,,in Symbiota,,,iNat: scattered observations in California and Great Basin; closest in Tahoe; Taylor: voucher from Virginia Canyon on metamorphics (1939),,,,"add, found during search of CCH2 for species in iNat, parks list",,,,
Polystichum lonchitis,Polystichum lonchitis,accepted,Dryopteridaceae,1.ferns/primitive,,N/A,https://www.inaturalist.org/taxa/78697,,,,1,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",identification error,"remove, incorrect identification",1,1,1,,,,,"Fitch, M. H.",,,,,,,,,,"iNat: only 1 CA obs, otherwise along Candian border and northern states; CCH: 1 1912 voucher from Vernal Falls in RSA; correct label seems to be imbricans",,,,,,,,
Equisetum arvense,Equisetum arvense,accepted,Equisetaceae,1.ferns/primitive,,native,https://www.inaturalist.org/taxa/52724,9,10,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,10,9,6,1897,2005,5/22/2016,5/10/2023,"Congdon, Joseph Whipple",jacqueline17,karenoffereins,2016,2023,,,in Symbiota,,,,,,,,,,,
Equisetum hyemale,Equisetum hyemale,accepted,Equisetaceae,1.ferns/primitive,Equisetum praealtum,native,https://www.inaturalist.org/taxa/52673,82,51,,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,"retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",retain exact name,retain exact name,9,8,4,1897,2021,8/23/2004,11/25/2023,"Congdon, Joseph Whipple",justin2,plbuttercup,2004,2023,,,in Symbiota,,,,,,,,,,,Equisetum hyemale subsp. affine; Equisetum hyemale var. californicum
Equisetum hyemale,Equisetum praealtum,synonym,Equisetaceae,1.ferns/primitive,Equisetum hyemale,native,https://www.inaturalist.org/taxa/52673,,,1,,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,1897,2021,8/23/2004,11/25/2023,,justin2,plbuttercup,2004,2023,,,,,,,,,,,,,,Equisetum hyemale ssp. affine
Equisetum laevigatum,Equisetum laevigatum,accepted,Equisetaceae,1.ferns/primitive,,native,https://www.inaturalist.org/taxa/63870,6,14,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,13,13,6,1872,1982,6/11/2019,7/10/2023,"Coulter, J. M.",dalien,ljfilgas,2019,2023,,,in Symbiota,,,,,,,,,,,Equisetum kansanum
Equisetum telmateia,Equisetum telmateia,accepted,Equisetaceae,1.ferns/primitive,,,https://www.inaturalist.org/taxa/57030,,1,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,,,,,,,,,,,,,,remove,,,,,,,,,"almost 100% certainly a misID, was a CV suggestion from three years ago (species no longer suggested by CV for this observation)",,,
Equisetum x ferrissii,Equisetum x ferrissii,accepted,Equisetaceae,1.ferns/primitive,,native,https://www.inaturalist.org/taxa/181476,5,1,,1,1,,1,1,1,,1,,retain exact name,retain exact name,XX-not in graphics,"XX-not on parks list, but occurs in protected area",retain exact name,retain exact name,7,7,6,1865,1984,,,"Torrey, John",,,2015,2021,,,,,,,,Yosemite Valley,,,,,,Equisetum X ferrissii; Equisetum ferrissii
Isoetes bolanderi,Isoetes bolanderi,accepted,Isoetaceae,1.ferns/primitive,,native,https://www.inaturalist.org/taxa/77512,,,1,1,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,56,40,39,1894,2009,,,"Congdon, Joseph Whipple",,,,,,,in Symbiota,,,"lots of vouchers in CCH2, old and recent",,throughout,,,,,,
Isoetes howellii,Isoetes howellii,accepted,Isoetaceae,1.ferns/primitive,,native,https://www.inaturalist.org/taxa/63823,,,1,1,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,9,1,7,1930,2006,,,"Peirson, Frank W.",,,,,,,in Symbiota,,,"lots of vouchers in CCH2, old and recent",,"iNat: various parts of California, but none in the Sierra; vouchers: mainly Hetch Hetchy, Tuolumne",,,,,,
Isoetes nuttallii,Isoetes nuttallii,accepted,Isoetaceae,1.ferns/primitive,,native,https://www.inaturalist.org/taxa/63827,,,1,1,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,9,6,6,1923,2017,,,"Hall, Carlotta Case",,,,,,,in Symbiota,,,"lots of vouchers in CCH2, old and recent",,scattered observations in lower elevation Sierra Nevada - and beyond,,,,,,
Isoetes occidentalis,Isoetes occidentalis,accepted,Isoetaceae,1.ferns/primitive,,native,https://www.inaturalist.org/taxa/77514,,,1,,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",19,4,16,1922,2009,,,"Hall, Carlotta Case",,,,,,,in Symbiota,,,"Taylor, CCH: vouchers old and recent from diversity of locations",,throughout,,"add, found during search of CCH2 for species in iNat, parks list",,,,
Marsilea vestita,Marsilea vestita,accepted,Marsileaceae,1.ferns/primitive,,native,https://www.inaturalist.org/taxa/60111,,,1,1,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,4,2,2,1933,2006,,,"Johnstone, George R.",,,,,,,in Symbiota,,,,,"Yosemite Valley, Hetch Hetchy",,,,,,Marsilea vestita ssp. vestita
Botrychium ascendens,Botrychium ascendens,accepted,Ophioglossaceae,1.ferns/primitive,,native,https://www.inaturalist.org/taxa/75844,,,1,,,1,1,,,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",2,,2,2005,2007,,,"Colwell, Alison",,,,,,,in Symbiota,,,Taylor: Virginia Cyn & Ledge Trail vouchers,,"Virginia Cyn, Ledge Trail",,"add, found during search of CCH2 for species in iNat, parks list",,,,
Botrychium minganense,Botrychium minganense,accepted,Ophioglossaceae,1.ferns/primitive,,native,https://www.inaturalist.org/taxa/75847,,,1,1,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,2,1,2,1961,2007,,,"Klikoff, Lionel G.",,,,,,,in Symbiota,,,,,,,,,,,
Botrychium neolunaria,Botrychium neolunaria,accepted,Ophioglossaceae,1.ferns/primitive,,N/A,https://www.inaturalist.org/taxa/502412,,,,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside protected area or missing coordinates' found, but rejected due to 'incorrect identification'; not in protected area",1,1,1,,,,,"Sharsmith, Carl W.",,,,,,,,,,,,,,,,,,
Botrychium simplex,Botrychium simplex,accepted,Ophioglossaceae,1.ferns/primitive,,native,https://www.inaturalist.org/taxa/75852,6,1,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,32,29,25,1898,2010,7/3/2020,9/2/2023,"Congdon, Joseph Whipple",calochortus_goff,chloe_and_trevor,2020,2023,,,in Symbiota,,,,,,,,,,,Botrychium simplex var. compositum
Sceptridium multifidum,Sceptridium multifidum,accepted,Ophioglossaceae,1.ferns/primitive,Botrychium multifidum,native,https://www.inaturalist.org/taxa/78990,14,1,,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,"retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",retain exact name,retain exact name,33,32,20,1915,2007,8/11/2014,8/11/2023,"Labouchere, Theodore",cathychambers,thomastaylor1,2014,2023,,,in Symbiota,,,,,various,,,,,,Botrychium multifidum; Botrychium silaifolium; Botrychium silaifolium var. californicum
Botrychium yaaxudakeit,Botrychium yaaxudakeit,accepted,Ophioglossaceae,1.ferns/primitive,,native,https://www.inaturalist.org/taxa/75854,,,1,,,1,1,,,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",1,,1,1923,2007,,,"Colwell, Alison",,,,,,,in Symbiota,,,iNat: Canada only; Taylor: voucher from head Viriginia Cyn - discusses disjunct pop,,Virginia Cyn,,"add, found during search of CCH2 for species in iNat, parks list",,,,
Sceptridium multifidum,Botrychium multifidum,synonym,Ophioglossaceae,1.ferns/primitive,Sceptridium multifidum,native,https://www.inaturalist.org/taxa/78990,,,1,,,synonym,synonym,synonym,1,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,1915,2007,8/11/2014,8/11/2023,,cathychambers,thomastaylor1,2014,2023,,,,,,,,,,,,,,
Polypodium californicum,Polypodium californicum,accepted,Polypodiaceae,1.ferns/primitive,,native,https://www.inaturalist.org/taxa/57216,,5,1,,,1,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,geographic error,"add, coordinates erroneously outside protected area or missing coordinates",2,2,,1941,1965,,,"Keck, David D.",,,,,,,in Symbiota,,,"2 CCH vouchers - 1941 (HH), 1965 (Arch Rock); not in Taylor",,,,"add, found during search of CCH2 for species in iNat, parks list",,,,
Polypodium calirhiza,Polypodium calirhiza,accepted,Polypodiaceae,1.ferns/primitive,,native,https://www.inaturalist.org/taxa/52678,,,1,1,,1,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,4,4,1,1924,1983,,,"Michael, Enid",,,,,,,in Symbiota,,,,,,,,,,,
Polypodium glycyrrhiza,Polypodium glycyrrhiza,accepted,Polypodiaceae,1.ferns/primitive,,native,https://www.inaturalist.org/taxa/55104,,,1,,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in protected area",databasing discrepancy,"remove, designated as 'False Report'",XX-not in graphics,"XX-no voucher, not in protected area",,,,,,,,,,,,,,,,,,Taylor: mentions name misapplied to plants in area; CCHL no vouchers,,,,,,,,
Polypodium hesperium,Polypodium hesperium,accepted,Polypodiaceae,1.ferns/primitive,,native,https://www.inaturalist.org/taxa/78693,,,1,1,,1,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,2,2,2,1947,1983,,,"Sharsmith, Carl W.",,,,,,,in Symbiota,,,CCH: 3 old vouchers,,,,,,,,
Polypodium vulgare,Polypodium vulgare,accepted,Polypodiaceae,1.ferns/primitive,,N/A,https://www.inaturalist.org/taxa/127079,,,,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside protected area or missing coordinates' found, but rejected due to 'incorrect identification'; not in protected area",2,2,,,,,,"Rodin, Robert J.",,,,,,,,,,,,,,,,,,
Polystichum scopulinum,Polystichum scopulinum,accepted,Polypodiaceae,1.ferns/primitive,,native,https://www.inaturalist.org/taxa/78698,,,,,,,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",XX-not in graphics,"XX-not on parks list, but occurs in protected area",taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",1,1,1,1939,1939,,,"Butts, Edward C.",,,,,,,,,,,,,,"add, found during search of CCH2 by locality name",,,,
Adiantum aleuticum,Adiantum aleuticum,accepted,Pteridaceae,1.ferns/primitive,Adiantum pedatum var. aleuticum,native,https://www.inaturalist.org/taxa/52667,39,,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,21,19,9,1878,2007,9/22/2007,11/24/2023,unknown,jmaughn,plbuttercup,2007,2023,,,in Symbiota,,,First published in Rhodora 93: 112 (1991),,,,,,,,Adiantum pedatum; Adiantum pedatum subsp. aleuticum; Adiantum pedatum var. aleuticum
Adiantum aleuticum,Adiantum pedatum,misapplied,Pteridaceae,1.ferns/primitive,misapplied to Adiantum aleuticum,out-of-range,https://www.inaturalist.org/taxa/52667,,,,1,,misapplied,misapplied,misapplied,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",taxonomic or nomenclatural error,"remove, misapplied name",,,,1878,2007,9/22/2007,11/24/2023,,jmaughn,plbuttercup,2007,2023,,,,,,"iNat: east coast only, where it is very common; not in CA on POWO either; but lots and lots of pre-1956 vouchers from  CCH, so must have been a split at some point; per Taylor misapplied",,,,,,,taxonomic_mismatch-split,
Adiantum jordanii,Adiantum jordanii,accepted,Pteridaceae,1.ferns/primitive,,native,https://www.inaturalist.org/taxa/56032,,,1,,,1,,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain because vouchers for species are close to the park,retain because vouchers for species are close to the park,XX-not in graphics,"XX-vouchers missed due to 'undetected synonyms' found, but rejected due to 'untraced taxonomic error'",1,1,1,,,,,"McLean, F. P.",,,,,,,in Symbiota,,,"iNat: Coast Range and very low elevation Sierra; Taylor: 1875 Yosemite Valley voucher the highest range record; he seems to trust this, but voucher just says ""Yosemite"" - and in 1875 that might well be outside the park",,wrong range-Coast Range and much lower elevation Sierra,,,,,,
Aspidotis californica,Aspidotis californica,accepted,Pteridaceae,1.ferns/primitive,Hemionitis californica,native,https://www.inaturalist.org/taxa/58758,,1,,1,,1,1,,1,1,1,possibly valid needs ID,XX-not in graphics,"XX-not in iNat, but occurs in protected area","retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",retain exact name,retain exact name,9,8,7,1888,2003,,,"Congdon, Joseph Whipple",,,,,,,in Symbiota,,,"CCH: lots of older vouchers + 1 recent one, along western park boundary",,,,,,,,Cheilanthes californica
Aspidotis californica,Hemionitis californica,synonym,Pteridaceae,1.ferns/primitive,Aspidotis californica,native,https://www.inaturalist.org/taxa/58758,,,1,,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,1888,2003,,,,,,,,,,,,,,,,,,,,,Aspidotis californica
Aspidotis densa,Aspidotis densa,accepted,Pteridaceae,1.ferns/primitive,Hemionitis densa,native,https://www.inaturalist.org/taxa/63868,52,3,,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,"retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",retain exact name,retain exact name,70,67,37,1863,1863,12/19/1981,12/28/2023,"Brewer, William Henry",barbaraparris,dexterbanjo,1981,2023,,,in Symbiota,,,,,,,,,,,Cheilanthes siliquosa; Pellaea densa
Aspidotis densa,Hemionitis densa,synonym,Pteridaceae,1.ferns/primitive,Aspidotis densa,native,https://www.inaturalist.org/taxa/63868,,,1,,,synonym,synonym,synonym,1,1,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,1863,1863,12/19/1981,12/28/2023,,barbaraparris,dexterbanjo,1981,2023,,,,,,,,,,,,,,Aspidotis densa
Cryptogramma acrostichoides,Cryptogramma acrostichoides,accepted,Pteridaceae,1.ferns/primitive,,native,https://www.inaturalist.org/taxa/76536,43,14,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,51,50,32,1878,2007,8/21/2003,11/3/2023,"Bradley, C. B.",sacha,dennisronsse,2003,2023,,,in Symbiota,,,,,,,,,,,Cryptogamma acrostichoides
Cryptogramma cascadensis,Cryptogramma cascadensis,accepted,Pteridaceae,1.ferns/primitive,,native,https://www.inaturalist.org/taxa/76537,,,1,,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",4,3,1,1866,2007,,,"Bolander, Henry Nicholas",,,,,,,,,,"iNat: multiple vouchers just outside the park, including one of mine on Gale Peak within a few 100 m of park; Taylor: voucher on DAFF dome; many more vouchers just east of park; only voucher in CCH2 with coordinates maybe just added from Jepson?",,yes,,"add, found during search of CCH2 for species in iNat, parks list",,,,
Myriopteris clevelandii,Myriopteris clevelandii,accepted,Pteridaceae,1.ferns/primitive,,N/A,https://www.inaturalist.org/taxa/481699,,,,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside protected area or missing coordinates' found, but rejected due to 'incorrect identification'; not in protected area",1,1,1,,,,,"Gibbons, Mary S.",,,,,,,,,,,,,,,,,,Cheilanthes clevelandii
Myriopteris cooperae,Myriopteris cooperae,accepted,Pteridaceae,1.ferns/primitive,,native,https://www.inaturalist.org/taxa/481700,,,,,,,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",XX-not in graphics,"XX-not on parks list, but occurs in protected area",geographic error,"add, coordinates erroneously outside protected area or missing coordinates",2,2,,1897,1965,,,"Hutchings, Miss C.",,,,,,,,,,,,,,"add, found during search of CCH2 by locality name",,,,Cheilanthes cooperae
Myriopteris covillei,Myriopteris covillei,accepted,Pteridaceae,1.ferns/primitive,Hemionitis covillei,native,https://www.inaturalist.org/taxa/481701,9,9,,1,1,1,1,1,1,,1,,retain exact name,retain exact name,"retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",retain exact name,retain exact name,14,14,7,1890,1965,4/12/2014,12/5/2022,"Congdon, Joseph Whipple",greenrosettas,barbara1143,2014,2022,,,in Symbiota,,,,,,,,,,,Cheilanthes covillei
Myriopteris covillei,Hemionitis covillei,synonym,Pteridaceae,1.ferns/primitive,Myriopteris covillei,native,https://www.inaturalist.org/taxa/481701,,,1,,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,1890,1965,4/12/2014,12/5/2022,,greenrosettas,barbara1143,2014,2022,,,,,,,,,,,,,,Cheilanthes covillei
Myriopteris gracilis,Myriopteris gracilis,accepted,Pteridaceae,1.ferns/primitive,,native,https://www.inaturalist.org/taxa/481709,,,,,1,,,x,,,,,identification error,"remove, incorrect identification",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-no voucher, not in protected area",,,,,,,,,,,,,,,,,,,"ONLY iNat observation outside of the desert, but IDed by fern expert - I've messaged him to askâ€¦; identifier agrees he was wrong - ""I've re-evaluated my earlier identification after a nudge by @lizzywenk. (Thank you Lizzy.) The leaves appear a little more hairy than is typical for M. intertexta, but that could be the lighting and angle of the photo. The granite substrate is diagnostic. M. gracilis only occurs on calcareous rocks. M. intertexta is common on the granite rocks at Yosemite."" https://www.inaturalist.org/observations/124506001",,,,,,,
Myriopteris gracillima,Myriopteris gracillima,accepted,Pteridaceae,1.ferns/primitive,Hemionitis gracillima,native,https://www.inaturalist.org/taxa/472796,18,2,,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,"retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",retain exact name,retain exact name,36,34,22,1863,1863,8/26/2009,11/24/2023,"Brewer, William Henry",henicorhina,velodrome,2009,2023,,,in Symbiota,,,,,,,,,,,Cheilanthes gracillima
Myriopteris gracillima,Hemionitis gracillima,synonym,Pteridaceae,1.ferns/primitive,Myriopteris gracillima,native,https://www.inaturalist.org/taxa/472796,,,1,,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,1863,1863,8/26/2009,11/24/2023,,henicorhina,velodrome,2009,2023,,,,,,,,,,,,,,Cheilanthes gracillima
Myriopteris intertexta,Myriopteris intertexta,accepted,Pteridaceae,1.ferns/primitive,Hemionitis intertexta,native,https://www.inaturalist.org/taxa/481710,8,6,,1,1,1,1,1,1,,1,,retain exact name,retain exact name,"retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",retain exact name,retain exact name,8,8,4,1878,1975,10/21/2009,8/9/2023,"Bradley, C. B.",frondsinhighplaces,coloradobeck,2009,2023,,,in Symbiota,,,,,"Yosemite Valley, Arch Rock",,,,,,Cheilanthes intertexta
Myriopteris intertexta,Hemionitis intertexta,synonym,Pteridaceae,1.ferns/primitive,Myriopteris intertexta,native,https://www.inaturalist.org/taxa/481710,,,1,,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,1878,1975,10/21/2009,8/9/2023,,frondsinhighplaces,coloradobeck,2009,2023,,,,,,,,,,,,,,Cheilanthes intertexta
Myriopteris myriophylla,Cheilanthes myriophylla,accepted,Pteridaceae,1.ferns/primitive,,N/A,https://www.inaturalist.org/taxa/481728,,,,1,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",taxonomic or nomenclatural error,"remove, untraced taxonomic error",,,,,,,,,,,,,,,,,,,,,,,,,,Myriopteris myriophylla
Pellaea andromedifolia,Pellaea andromedifolia,accepted,Pteridaceae,1.ferns/primitive,Hemionitis andromedifolia,native,https://www.inaturalist.org/taxa/57231,7,,,1,1,1,1,1,1,,1,,retain exact name,retain exact name,"retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",retain exact name,retain exact name,6,6,4,1944,1965,5/22/2016,5/24/2023,"Sharsmith, Carl W.",heathersmith,maram,2016,2023,,,in Symbiota,,,,,,,,,,,Pellaea andromedaefolia
Pellaea andromedifolia,Hemionitis andromedifolia,synonym,Pteridaceae,1.ferns/primitive,Pellaea andromedifolia,native,https://www.inaturalist.org/taxa/57231,,,1,,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,1944,1965,5/22/2016,5/24/2023,,heathersmith,maram,2016,2023,,,,,,,,,,,,,,Pellaea andromedifolia
Pellaea breweri,Pellaea breweri,accepted,Pteridaceae,1.ferns/primitive,Hemionitis breweri,native,https://www.inaturalist.org/taxa/78384,4,,,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,"retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",retain exact name,retain exact name,27,25,13,1866,2005,6/3/2021,10/7/2023,"Rattan, Volney",arkstorm,silversea_starsong,2021,2023,,,in Symbiota,,,,,,,,,,,
Pellaea breweri,Hemionitis breweri,synonym,Pteridaceae,1.ferns/primitive,Pellaea breweri,native,https://www.inaturalist.org/taxa/78384,,,1,,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,1866,2005,6/3/2021,10/7/2023,,arkstorm,silversea_starsong,2021,2023,,,,,,,,,,,,,,Pellaea breweri
Pellaea bridgesii,Pellaea bridgesii,accepted,Pteridaceae,1.ferns/primitive,Hemionitis bridgesii,native,https://www.inaturalist.org/taxa/78385,91,2,,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,"retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",retain exact name,retain exact name,71,66,46,1863,1863,12/20/1981,10/31/2023,"Brewer, William Henry",barbaraparris,kristymorrow,1981,2023,,,in Symbiota,,,,,,,,,,,
Pellaea bridgesii,Hemionitis bridgesii,synonym,Pteridaceae,1.ferns/primitive,Pellaea bridgesii,native,https://www.inaturalist.org/taxa/78385,,,1,,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,1863,1863,12/20/1981,10/31/2023,,barbaraparris,kristymorrow,1981,2023,,,,,,,,,,,,,,Pellaea bridgesii
Pellaea glaciogena,Pellaea glaciogena,accepted,Pteridaceae,1.ferns/primitive,name unplaced by iNat,native,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:288140-2,,,,,,,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",XX-not in graphics,"XX-not on parks list, but occurs in protected area",taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",8,7,5,1878,2005,,,"Bradley, C. B.",,,,,,,,,,,,,,"add, found during search of CCH2 by locality name",,,,Pellaea X glaciogena
Pellaea mucronata,Pellaea mucronata,accepted,Pteridaceae,1.ferns/primitive,Hemionitis mucronata,native,https://www.inaturalist.org/taxa/57236,95,3,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,53,53,27,1869,1971,12/19/1981,2/13/2024,"Hooker, J. D.",barbaraparris,zihanwei,1981,2024,,,in Symbiota,,,,,,,,,,,Pellaea atropurpurea; Pellaea brachyptera; Pellaea longimucronata; Pellaea mucronata subsp. californica; Pellaea mucronata subsp. mucronata; Pellaea mucronata var. californica; Pellaea mucronata var. mucronata
