accepted_name,scientific_name,status,family,broader,synonym_matches,establishment_means,count_RG,count_needs_id,in_park_START,voucher_START,iNat_RG_START,in_park_END,voucher_END,iNat_RG_END,old_voucher,recent_voucher,final_list,possibly_valid_needs_ID,iNat_outcome,parks_outcome,voucher_outcome,voucher_obs,voucher_obs_coord,year_first,first_observer,year_last,iNat_needs_ID_only_verdict,symbiota,voucher_notes,iNat_notes,parklist_notes
Bromus arenarius,Bromus arenarius,current,Poaceae,4.monocot,NA,invasive,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,5,3,1906,"Head, Anna",2009,NA,in Symbiota,"many Yosemite vouchers, old and new in CCH2",NA,NA
Bromus carinatus,Bromus carinatus,current,Poaceae,4.monocot,Bromus marginatus (in part); also Bromus carinatus var. carinatus,native,NA,10,1,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,44,31,1890,"Congdon, Joseph Whipple",2009,NA,in Symbiota,NA,NA,NA
Bromus catharticus,Bromus catharticus,current,Poaceae,4.monocot,NA,invasive,NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",1,1,1999,"Adams, Justin",1999,NA,in Symbiota,NA,NA,"Taylor, CCH: 1 1999 voucher from Tuolumne stables"
Bromus ciliatus,Bromus ciliatus,current,Poaceae,4.monocot,NA,native,NA,1,1,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,13,10,1916,"Kennedy, P. B.",2009,NA,in Symbiota,NA,NA,NA
Bromus diandrus,Bromus diandrus,current,Poaceae,4.monocot,NA,invasive,NA,1,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",8,7,1900,"Bioletti, Frederick Theodore",2003,NA,in Symbiota,NA,NA,"CCH: many vouchers, especially recent ones"
Bromus grandis,Bromus grandis,current,Poaceae,4.monocot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",2,1,1901,"Hitchcock, A. S.",1944,NA,in Symbiota,NA,NA,"CCH, Taylor: since voucher from Sharsmith just inside park boundary along Merced River"
Bromus hordeaceus,Bromus hordeaceus,current,Poaceae,4.monocot,NA,invasive,2,3,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,7,6,1900,"Bioletti, Frederick Theodore",2006,NA,in Symbiota,NA,NA,NA
Bromus inermis,Bromus inermis,current,Poaceae,4.monocot,NA,native,1,NA,1,1,iNat-not-gbif,1,1,1,1,1,1,NA,"retain, restricted license",retain on list,retain voucher,5,4,1971,"Brown, Larry E.",2009,NA,in Symbiota,NA,NA,NA
Bromus japonicus,Bromus japonicus,current,Poaceae,4.monocot,NA,invasive,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",2,1,1900,"Bioletti, Frederick Theodore",2004,NA,in Symbiota,NA,NA,"Taylor: no vouchers, says infrequent in region at much lower elevations; iNat: closest voucher is Tahoe; 1 recent Colwell voucher; discounting 1900 voucher in Harvard herbarium"
Bromus laevipes,Bromus laevipes,current,Poaceae,4.monocot,NA,invasive,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,4,4,1911,"Abrams, Le Roy",1998,NA,in Symbiota,NA,NA,NA
Bromus madritensis,Bromus madritensis,current,Poaceae,4.monocot,NA,invasive,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",3,2,1931,"Keck, David D.",2009,NA,in Symbiota,NA,NA,"Taylor, iNat: many vouchers old and new"
Bromus marginatus,Bromus marginatus,current,Poaceae,4.monocot,Bromus carinatus var. marginatus,native,NA,1,NA,1,NA,NA,1,NA,1,NA,1,NA,"not in iNat, but occurs in park","not on parks list, but occurs in park",retain voucher,4,2,1911,"Abrams, Le Roy",1959,NA,NA,"CCH: several pre-1960 vouchers in Yosemite, none since & only recent voucher in area Jim Andre at Sonora Pass; Taylor: not mentioned; many vouchers under synonym; BUT on parks list only Bromus carinatus var carinatus included",NA,NA
Bromus orcuttianus,Bromus orcuttianus,current,Poaceae,4.monocot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,22,16,1895,"Congdon, Joseph Whipple",2009,NA,in Symbiota,NA,NA,NA
Bromus porteri,Bromus porteri,current,Poaceae,4.monocot,NA,native,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,"not in iNat, but occurs in park","not on parks list, but occurs in park",retain voucher,2,2,2008,"Taylor, Dean William",2017,NA,NA,"CCH: 2 recent vouchers, Dana Meadows and above Young Lakes",NA,NA
Bromus pumpellianus,Bromus pumpellianus,current,Poaceae,4.monocot,NA,invasive,1,NA,NA,NA,iNat-not-gbif,NA,NA,1,NA,NA,1,NA,"retain, restricted & new weed record","not on parks list, but occurs in park","XX-no voucher, but exists in park",NA,NA,NA,NA,NA,NA,NA,"CCH, gbif: no vouchers; Taylor: no mention; must have been stray iNat voucher that got through to gbif?; species not in Jepson","odd weed record from upper Lyell Canyon - knowledgeable observers, but seems like questionable interpretation of species concept",NA
Bromus rubens,Bromus rubens,current,Poaceae,4.monocot,Bromus madritensis ssp. rubens,invasive,NA,1,1,1,NA,1,1,NA,1,NA,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,5,4,1900,"Bioletti, Frederick Theodore",1967,NA,in Symbiota,NA,NA,NA
Bromus secalinus,Bromus secalinus,current,Poaceae,4.monocot,NA,invasive,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,6,5,1911,"Abrams, Le Roy",2009,NA,in Symbiota,NA,NA,NA
Bromus sterilis,Bromus sterilis,current,Poaceae,4.monocot,NA,invasive,NA,NA,1,1,NA,1,1,NA,NA,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,4,4,1998,"Adams, Justin",2010,NA,in Symbiota,NA,NA,NA
Bromus suksdorfii,Bromus suksdorfii,current,Poaceae,4.monocot,NA,native,NA,1,1,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,14,8,1899,"Congdon, Joseph Whipple",1998,NA,in Symbiota,NA,NA,NA
Bromus tectorum,Bromus tectorum,current,Poaceae,4.monocot,NA,invasive,10,1,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,27,20,1900,"Bioletti, Frederick Theodore",2021,NA,in Symbiota,NA,NA,NA
Bromus vulgaris,Bromus vulgaris,current,Poaceae,4.monocot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,4,4,1934,"Bartholomew, Paul S.",2010,NA,in Symbiota,NA,NA,NA
Calamagrostis canadensis,Calamagrostis canadensis,current,Poaceae,4.monocot,NA,native,2,5,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,50,40,1866,unknown,2012,NA,in Symbiota,NA,NA,NA
Calamagrostis inexpansa,Calamagrostis inexpansa,current,Poaceae,4.monocot,Calamagrostis stricta ssp. inexpansa,native,NA,1,1,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,8,7,1894,"Congdon, Joseph Whipple",2007,NA,in Symbiota,NA,NA,NA
Calamagrostis muiriana,Calamagrostis muiriana,current,Poaceae,4.monocot,Calamagrostis breweri (split from),native,1,1,NA,1,1,1,1,1,1,1,1,NA,retain observation,"retain, synonym",retain voucher,36,28,1866,"Bolander, Henry Nicholas",2012,NA,in Symbiota,First published in Madro̱o 49: 174 (2002); many vouchers old & recent,NA,NA
Calamagrostis purpurascens,Calamagrostis purpurascens,current,Poaceae,4.monocot,NA,native,NA,1,1,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,24,23,1866,"Bolander, Henry Nicholas",2012,NA,in Symbiota,NA,NA,NA
Calamagrostis stricta,Calamagrostis stricta,current,Poaceae,4.monocot,Calamagrostis inexpansa (in part),native,NA,NA,NA,1,NA,NA,1,NA,1,1,1,NA,"not in iNat, but occurs in park","not on parks list, but occurs in park",retain voucher,6,5,1890,"Congdon, Joseph Whipple",2007,NA,in Symbiota,"many vouchers old and new in CCH2, many around Tuolumne",NA,NA
Cinna bolanderi,Cinna bolanderi,current,Poaceae,4.monocot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,13,10,1866,"Bolander, Henry Nicholas",2021,NA,in Symbiota,"many Yosemite vouchers, old and new in CCH2",NA,NA
Cinna latifolia,Cinna latifolia,current,Poaceae,4.monocot,NA,native,NA,NA,1,1,NA,1,1,NA,NA,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,1,1,2004,"Taylor, Dean William",2004,NA,NA,"1 CCH2 voucher from Dean Taylor, 2004",NA,NA
Coleataenia rigidula,Coleataenia rigidula,current,Poaceae,4.monocot,NA,N/A,NA,NA,NA,1,NA,NA,1,NA,1,1,1,NA,"not in iNat, but occurs in park","not on parks list, but occurs in park",retain voucher,5,5,1958,"Mason, Herbert L.",2006,NA,NA,"CCH, gbif: no vouchers; Taylor: no mention; POWO: new name - J. Bot. Res. Inst. Texas 5: 448 (2011) - but none of synonyms match Yosemite taxa either; now under a synonym",NA,NA
Cynodon dactylon,Cynodon dactylon,current,Poaceae,4.monocot,NA,invasive,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,6,6,1944,"Sharsmith, Carl W.",2010,NA,in Symbiota,NA,NA,NA
Cynosurus echinatus,Cynosurus echinatus,current,Poaceae,4.monocot,NA,invasive,7,2,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,4,3,1983,"Botti, Stephen J.",2009,NA,in Symbiota,NA,NA,NA
Dactylis glomerata,Dactylis glomerata,current,Poaceae,4.monocot,NA,invasive,3,NA,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,5,5,1911,"Jepson, Willis L.",2010,NA,in Symbiota,NA,NA,"CCH: ignoring 1911 Hetch Hetchy meadow voucher, because odd to have invasive there; assuming taxonomic mismatch"
Danthonia californica,Danthonia californica,current,Poaceae,4.monocot,NA,native,1,NA,1,1,iNat-not-gbif,1,1,1,1,1,1,NA,"retain, restricted license",retain on list,retain voucher,21,14,1885,"Congdon, Joseph Whipple",2006,NA,in Symbiota,NA,NA,NA
Danthonia intermedia,Danthonia intermedia,current,Poaceae,4.monocot,NA,native,3,1,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,26,20,1866,"Bolander, Henry Nicholas",2007,NA,in Symbiota,NA,NA,NA
Danthonia unispicata,Danthonia unispicata,current,Poaceae,4.monocot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,7,7,1911,"Jepson, Willis L.",2004,NA,in Symbiota,"many Yosemite vouchers, old and new in CCH2",NA,NA
Deschampsia cespitosa,Deschampsia cespitosa,current,Poaceae,4.monocot,NA,native,1,1,1,1,iNat-not-gbif,1,1,1,1,1,1,NA,"retain, restricted license",retain on list,retain voucher,57,42,1866,"Bolander, Henry Nicholas",2017,NA,in Symbiota,NA,NA,NA
Deschampsia danthonioides,Deschampsia danthonioides,current,Poaceae,4.monocot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,34,27,1885,"Congdon, Joseph Whipple",2021,NA,in Symbiota,NA,NA,NA
Deschampsia elongata,Deschampsia elongata,current,Poaceae,4.monocot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,34,25,1866,"Bolander, Henry Nicholas",2007,NA,in Symbiota,NA,NA,NA
Dichanthelium acuminatum,Dichanthelium acuminatum,current,Poaceae,4.monocot,Panicum acuminatum,native,NA,4,NA,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park","retain, synonym",retain voucher,39,27,1863,"Brewer, William Henry",2009,NA,in Symbiota,CCH: many old & recent vouchers,NA,NA
Dichanthelium lanuginosum,Dichanthelium lanuginosum,current,Poaceae,4.monocot,Panicum lanuginosum,native,1,NA,NA,1,1,NA,1,1,1,NA,1,NA,retain observation,"not on parks list, but occurs in park",retain voucher,8,8,1911,"Reed, Fred M.",1958,NA,NA,"CCH: no vouchers; gbif: 2 NE US vouchers under ""Dichanthelium scabriusculum"" only; POWO: leads to both Dichanthelium scabriusculum and Dichanthelium launginosum; Taylor: all species synonyms for Dichanthelium acuminatum",NA,NA
Digitaria ischaemum,Digitaria ischaemum,current,Poaceae,4.monocot,NA,invasive,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",2,2,1928,"Michael, Enid",1931,NA,in Symbiota,NA,NA,"CCH: 2 old Yos Valley vouchers (1928, 1931); Taylor: discounts Enid Michael 1928, only mentions 1931 anonymous voucher"
Digitaria sanguinalis,Digitaria sanguinalis,current,Poaceae,4.monocot,NA,invasive,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,5,3,1901,"Grant, George B.",1998,NA,in Symbiota,NA,NA,NA
Distichlis spicata,Distichlis spicata,current,Poaceae,4.monocot,NA,native,NA,2,1,NA,NA,1,1,NA,NA,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",1,1,2005,"Colwell, Alison",2005,NA,in Symbiota,"CCH: recent vouchers only, but vast list of synonyms: Agropyron peruvianum, Brachypodium peruvianum, Briza spicata, Brizopyrum americanum, Brizopyrum ovatum, Brizopyrum spicatum, Brizopyrum thalassicum, Distichlis nodosa, Distichlis stricta, Festuca triticea, Festuca triticoides, Megastachya thalassica, Poa michauxii, Poa thalassica, Triticum peruvianum, Uniola spicata, Uniola thalassica, Distichlis spicata subsp. spicata, Distichlis spicata subsp. stricta, Brizopyrum prostratum var. erectum, Brizopyrum prostratum var. humile, Distichlis spicata var. divaricata, Distichlis spicata var. nana, Distichlis spicata var. spicata, Distichlis spicata var. stolonifera, Distichlis spicata var. stricta, Distichlis bajaensis, Poa subulata), Distichlis spicata var. andina, Distichlis spicata var. borealis, Distichlis spicata var. mendocina (Distichlis spicata var. marginata, Distichlis spicata var. thalassica, Distichlis thalassica var. mendocina, Distichlis thalassica var. pectinata, Distichlis thalassica var. thalassica, Distichlis spicata f. hirta), Distichlis spicata var. mexicana",NA,NA
Echinochloa crus-galli,Echinochloa crus-galli,current,Poaceae,4.monocot,Echinochloa crus-galli,invasive,NA,1,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",3,3,1927,"Michael, Enid",2009,NA,in Symbiota,CCH: old and recent vouchers,NA,NA
Elymus elymoides,Elymus elymoides,current,Poaceae,4.monocot,Elymus hansenii (in parte),native,13,10,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,64,52,1890,"Congdon, Joseph Whipple",2011,NA,in Symbiota,NA,NA,NA
Elymus glaucus,Elymus glaucus,current,Poaceae,4.monocot,NA,native,NA,7,1,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,41,29,1888,"Congdon, Joseph Whipple",2009,NA,in Symbiota,NA,NA,NA
Elymus multisetus,Elymus multisetus,current,Poaceae,4.monocot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,7,4,1911,"Abrams, Le Roy",2003,NA,in Symbiota,a few CCH2 vouchers old and new,NA,NA
Elymus saundersii,Elymus saundersii,current,Poaceae,4.monocot,Agrositanion saundersii,native,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,"not in iNat, but occurs in park","not on parks list, but occurs in park",retain voucher,8,4,1933,"Sharsmith, Carl W.",1959,NA,NA,"CCH: many Tuolumne area vouchers through 1959, then none; Taylor: mentions as present; POWO: valid name",NA,NA
Elymus sierrae,Elymus sierrae,current,Poaceae,4.monocot,Agropyron pringlei,native,NA,3,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",21,16,1889,"Chesnut, Victor K.; ; Drew, Elmer R.",2021,NA,in Symbiota,NA,NA,NA
Elymus stebbinsii,Elymus stebbinsii,current,Poaceae,4.monocot,NA,native,NA,NA,1,1,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,4,2,1911,"Jepson, Willis L.",1944,NA,in Symbiota,NA,NA,NA
Elymus trachycaulus,Elymus trachycaulus,current,Poaceae,4.monocot,NA,native,2,1,1,1,iNat-not-gbif,1,1,1,1,1,1,NA,"retain, restricted license",retain on list,retain voucher,29,19,1894,"Congdon, Joseph Whipple",2004,NA,in Symbiota,NA,NA,NA
Eragrostis cilianensis,Eragrostis cilianensis,current,Poaceae,4.monocot,NA,invasive,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",1,1,1929,"Michael, Enid",1929,NA,in Symbiota,NA,NA,"Taylor, iNat: vouchers from last 1800's, 1924"
Eragrostis pilosa,Eragrostis pilosa,current,Poaceae,4.monocot,NA,native,NA,NA,1,1,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,4,2,1883,"Congdon, Joseph Whipple",1943,NA,in Symbiota,CCH: handful of old vouchers,NA,NA
Eragrostis virescens,Eragrostis virescens,current,Poaceae,4.monocot,Eragrostis mexicana subsp. virescens,native,NA,NA,1,1,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,3,2,1883,"Congdon, Joseph Whipple",1978,NA,in Symbiota,NA,NA,NA
Eriocoma latiglumis,Eriocoma latiglumis,current,Poaceae,4.monocot,Stipa latiglumis; Achnatherum latiglume,native,NA,NA,NA,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park","retain, synonym",retain voucher,8,4,1866,"Bolander, Henry Nicholas",2004,NA,in Symbiota,a few CCH2 vouchers old and new,NA,NA
Eriocoma lemmonii,Eriocoma lemmonii,current,Poaceae,4.monocot,Stipa lemmonii; Achnatherum lemmonii,native,NA,1,NA,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park","retain, synonym",retain voucher,20,16,1866,"Bolander, Henry Nicholas",2010,NA,in Symbiota,NA,NA,NA
Eriocoma nelsonii,Eriocoma nelsonii,current,Poaceae,4.monocot,Stipa nelsonii; Achnatherum nelsonii,native,NA,1,NA,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park","retain, synonym",retain voucher,9,4,1923,"Hall, Harvey Monroe",1998,NA,in Symbiota,"CCH: several vouchers, most recently from Yos Valley in 1998",NA,NA
Eriocoma nevadensis,Eriocoma nevadensis,current,Poaceae,4.monocot,Stipa nevadensis; Achnatherum nevadense,native,NA,NA,NA,1,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park","retain, synonym",retain voucher,6,6,1934,"Bartholomew, Paul S.",1989,NA,in Symbiota,"CCH: several older vouchers, but nothing since Sharsmith 1989; Taylor: in park",NA,NA
Eriocoma occidentalis,Eriocoma occidentalis,current,Poaceae,4.monocot,Stipa occidentalis,native,NA,2,NA,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park","retain, synonym",retain voucher,77,57,1866,"Bolander, Henry Nicholas",2012,NA,in Symbiota,NA,NA,NA
Eriocoma thurberiana,Eriocoma thurberiana,current,Poaceae,4.monocot,"Achnatherum thurberianum, Stipa thurberiana",native,NA,NA,NA,1,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park","retain, synonym",retain voucher,2,2,1944,"Sharsmith, Carl W.",1976,NA,in Symbiota,CCH: 2 vouchers (1976 at Big Oak Flat entrance; 1944 YV); Taylor: in park,NA,NA
Festuca brachyphylla,Festuca brachyphylla,current,Poaceae,4.monocot,Festuca ovina var. brachyphylla,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,24,20,1892,"Congdon, Joseph Whipple",2017,NA,in Symbiota,"many CCH2 voucher, new and old",NA,NA
Festuca idahoensis,Festuca idahoensis,current,Poaceae,4.monocot,NA,native,NA,1,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",5,4,1935,"Winkelman, H. G.",2006,NA,in Symbiota,NA,NA,"CCH: many vouchers, especially recent ones"
Festuca microstachys,Festuca microstachys,current,Poaceae,4.monocot,Vulpia microstachys,native,2,1,NA,1,1,1,1,1,1,1,1,NA,retain observation,"retain, synonym",retain voucher,22,19,1900,"Bioletti, Frederick Theodore",2010,NA,in Symbiota,NA,NA,NA
Festuca minutiflora,Festuca minutiflora,current,Poaceae,4.monocot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",9,9,1866,"Bolander, Henry Nicholas",2012,NA,in Symbiota,NA,NA,"iNat: only 1 observation in California in the White Mtns; Taylor: many vouchers around Dana, Dana Plateau, Koip Peak"
Festuca myuros,Festuca myuros,current,Poaceae,4.monocot,Vulpia myuros,invasive,NA,1,NA,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park","retain, synonym",retain voucher,18,12,1878,"Ford, Henry Chapman",2006,NA,in Symbiota,CCH: many old & recent vouchers,NA,NA
Festuca occidentalis,Festuca occidentalis,current,Poaceae,4.monocot,NA,native,NA,1,1,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,17,14,1891,"Congdon, Joseph Whipple",2004,NA,in Symbiota,NA,NA,NA
Festuca pratensis,Festuca pratensis,current,Poaceae,4.monocot,Lolium pratense,invasive,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,"retain voucher, synonym",1,NA,1964,"Frenkel, R. E.",1964,NA,in Symbiota,NA,NA,Taylor: not mentioned; iNat: no Sierra observations; CCH: 1964 White Wolf Stables
Festuca rubra,Festuca rubra,current,Poaceae,4.monocot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,15,14,1900,"Bioletti, Frederick Theodore",2010,NA,in Symbiota,"many CCH2 voucher, new and old",NA,NA
Festuca saximontana,Festuca saximontana,current,Poaceae,4.monocot,NA,native,NA,1,1,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,22,19,1902,"Hall, Harvey Monroe",2017,NA,in Symbiota,"many CCH2 voucher, new and old",NA,NA
Festuca subulata,Festuca subulata,current,Poaceae,4.monocot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,3,2,1937,"Schreiber, Beryl O.",2006,NA,in Symbiota,"relatively few CCH ovouchers, mainly from Yosemite Valley & recent one from Pate Valley",NA,NA
Festuca viridula,Festuca viridula,current,Poaceae,4.monocot,NA,native,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,NA,"not in iNat, but occurs in park","not on parks list, but occurs in park","add, voucher found in CCH download",1,1,2017,"Rawlings, John",2017,possibly new-suspicious,NA,CCH: iNat observer has vouchered a nearby population in Emigrant Wilderness,NA,NA
Glyceria borealis,Glyceria borealis,current,Poaceae,4.monocot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,11,8,1866,"Bolander, Henry Nicholas",2007,NA,in Symbiota,many CCH2 vouchers old and new,NA,NA
Glyceria elata,Glyceria elata,current,Poaceae,4.monocot,NA,native,NA,1,1,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,28,16,1866,"Bolander, Henry Nicholas",2006,NA,in Symbiota,NA,NA,NA
Glyceria striata,Glyceria striata,current,Poaceae,4.monocot,NA,native,NA,1,1,1,NA,1,1,NA,1,NA,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,9,6,1885,"Congdon, Joseph Whipple",1939,NA,in Symbiota,CCH: a few old vouchers at swamp lakes; Peggy Moore iNat from Siesta Lake,NA,NA
Graphephorum canescens,Graphephorum canescens,current,Poaceae,4.monocot,Trisetum canescens,native,NA,NA,NA,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park","retain, synonym",retain voucher,32,17,1866,"Bolander, Henry Nicholas",2007,NA,in Symbiota,"CCH2: no vouchers; gbif: resolves to Trisetum canescens; Taylor: Trisetum canescens mentioned with many vouchers; likewise many CCH2 vouchers under Trisetum, but names not linked",NA,NA
Graphephorum wolfii,Graphephorum wolfii,current,Poaceae,4.monocot,Trisetum wolfii,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,17,9,1894,"Congdon, Joseph Whipple",2006,NA,in Symbiota,"CCH: many old vouchers + 1 new one, mostly around the Tuolumne area",NA,NA
Holcus lanatus,Holcus lanatus,current,Poaceae,4.monocot,NA,invasive,4,6,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,21,14,1901,Parish,1998,NA,in Symbiota,NA,NA,NA
Hordeum brachyantherum,Hordeum brachyantherum,current,Poaceae,4.monocot,NA,native,1,2,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,21,17,1890,"Congdon, Joseph Whipple",2007,NA,in Symbiota,NA,NA,NA
Hordeum marinum,Hordeum marinum,current,Poaceae,4.monocot,NA,invasive,NA,NA,1,1,NA,1,1,NA,NA,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,3,3,2002,"Taylor, Dean William",2021,NA,in Symbiota,NA,NA,NA
Hordeum murinum,Hordeum murinum,current,Poaceae,4.monocot,NA,invasive,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",2,2,1998,"Adams, Justin",2009,NA,in Symbiota,NA,NA,"CCH: a small number of vouchersin YV; ignoring weird Tuolumne reference (""all over"") from 1964"
Koeleria macrantha,Koeleria macrantha,current,Poaceae,4.monocot,NA,native,NA,3,1,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,4,3,1878,"Ford, Henry Chapman",2011,NA,in Symbiota,NA,NA,NA
Koeleria projecta,Koeleria projecta,current,Poaceae,4.monocot,Trisetum projectum,native,NA,NA,NA,1,NA,NA,1,NA,1,1,1,NA,"not in iNat, but occurs in park","not on parks list, but occurs in park",retain voucher,20,18,1889,"Congdon, Joseph Whipple",1990,NA,NA,"many older CCH2 observations, but nothing since ~1950; in Taylor under Trisetum projectum; And under this name,many CCH vouchers through 1977; also anotehr synonym is Trisetum spicatum var. projectum so maybe more vouchers under other names",NA,NA
Koeleria spicata,Koeleria spicata,current,Poaceae,4.monocot,Koeleria spicata (current on iNat),native,4,8,NA,NA,1,1,1,1,1,1,1,NA,retain observation,"retain, synonym","retain voucher, synonym",74,53,1866,"Bolander, Henry Nicholas",2012,NA,in Symbiota,NA,NA,NA
