notes,accepted_name,scientific_name,status,family,broader,establishment_means,count_RG,in_park_START,voucher_START,iNat_RG_START,in_park_END,voucher_END,iNat_RG_END,old_voucher,recent_voucher,iNat_needsID_only,final_list,iNat_outcome,parks_outcome,voucher_outcome,old&recent,first_voucher,last_voucher,iNat_needs_ID_?,first_iNat,last_iNat
,Cyperus sesquiflorus,Cyperus sesquiflorus,current,Cyperaceae,4.monocot,introduced,1,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1975,1975,,2022,2022
"voucher clearly from Royal based on notes, but had been geolocated into the ocean",Cyperus sphaeroideus,Cyperus sphaeroideus,current,Cyperaceae,4.monocot,native,,1,,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,"add, voucher found during check",old_vouchers_only,1975,1975,none,,
,Cyperus tetraphyllus,Cyperus tetraphyllus,current,Cyperaceae,4.monocot,native,,1,1,,1,1,,1,1,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old&recent_vouchers,1975,1995,none,,
,Cyperus trinervis,Cyperus trinervis,current,Cyperaceae,4.monocot,native,,1,1,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1894,1977,none,,
,Cyrtomium falcatum,Cyrtomium falcatum,current,Dryopteridaceae,1.ferns/primitive,introduced,1,,1,1,,1,1,,1,,1,retain observation,"not on parks list, but occurs in park",retain voucher,recent_vouchers_only,2018,2018,,2023,2023
,Cyrtostylis reniformis,Cyrtostylis reniformis,current,Orchidaceae,5.monocot-colorful,native,,1,1,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1971,1976,none,,
,Daboecia cantabrica,Daboecia cantabrica,current,Ericaceae,3.dicot,introduced,,1,,,1,,,,,,1," XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Dampiera purpurea,Dampiera purpurea,current,Goodeniaceae,3.dicot,native,12,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1896,1913,,2020,2023
,Dampiera stricta,Dampiera stricta,current,Goodeniaceae,3.dicot,native,63,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1888,2012,,2004,2023
,Darwinia diminuta,Darwinia diminuta,current,Myrtaceae,3.dicot,native,6,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1917,2008,,2020,2022
,Darwinia fascicularis,Darwinia fascicularis,current,Myrtaceae,3.dicot,native,151,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1888,2012,,1980,2024
,Darwinia grandiflora,Darwinia grandiflora,current,Myrtaceae,3.dicot,native,1,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1934,1953,,2021,2021
,Datura stramonium,Datura stramonium,current,Solanaceae,3.dicot,introduced,1,1,,1,1,,1,,,,1,retain observation,retain on list,"no voucher, but exists in park",no_vouchers,,,,2024,2024
,Daucus glochidiatus,Daucus glochidiatus,current,Apiaceae,3.dicot,native,,1,,,1,,,,,,1," XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
"1933 voucher geolocated just outside Royal, but notes indicate inside park",Davallia solida,Davallia solida,current,Davalliaceae,1.ferns/primitive,native,,1,1,,1,1,,1,,,1,needsID-likely correct,retain on list,retain voucher,old_vouchers_only,1933,1964,yes_correct,,
,Daviesia acicularis,Daviesia acicularis,current,Fabaceae,3.dicot,native,,1,,,1,,,,,,1," XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Daviesia alata,Daviesia alata,current,Fabaceae,3.dicot,native,29,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1892,1994,,2011,2023
,Daviesia corymbosa,Daviesia corymbosa,current,Fabaceae,3.dicot,native,27,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1886,2004,,2016,2023
,Daviesia ulicifolia,Daviesia ulicifolia,current,Fabaceae,3.dicot,native,8,1,,1,1,,1,,,,1,retain observation,retain on list,"no voucher, but exists in park",no_vouchers,,,,2020,2023
1983 voucher had been geolocated into ocean but clearly from Royal based on notes,Deeringia amaranthoides,Deeringia amaranthoides,current,Amaranthaceae,3.dicot,native,,1,1,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1928,1983,none,,
,Delairea odorata,Delairea odorata,current,Asteraceae,3.dicot,introduced,,1,,,1,,,,,,1," XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Dendrobium aemulum,Dendrobium aemulum,current,Orchidaceae,5.monocot-colorful,native,,1,,,1,,,,,,1," XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Dendrobium linguiforme,Dendrobium linguiforme,current,Orchidaceae,5.monocot-colorful,native,18,1,,1,1,1,1,1,,,1,retain observation,retain on list,"retain, synonym",old_vouchers_only,1894,1953,,2020,2023
,Dendrobium linguiforme,Dockrillia linguiformis,synonym,Orchidaceae,5.monocot-colorful,native,,,1,,synonym,synonym,synonym,,,,,XX-synonym other list,XX-synonym voucher,XX-synonym re voucher,(remove),,,,,
,Dendrobium pugioniforme,Dendrobium pugioniforme,current,Orchidaceae,5.monocot-colorful,native,,1,,,1,,,,,,1," XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Dendrobium speciosum,Dendrobium speciosum,current,Orchidaceae,5.monocot-colorful,native,11,1,,1,1,,1,,,,1,retain observation,retain on list,"no voucher, but exists in park",no_vouchers,,,,2008,2023
,Dendrobium striolatum,Dendrobium striolatum,current,Orchidaceae,5.monocot-colorful,native,2,1,,1,1,1,1,1,,,1,retain observation,retain on list,"retain, synonym",old_vouchers_only,1890,1914,,2021,2023
,Dendrobium striolatum,Dockrillia striolata,synonym,Orchidaceae,5.monocot-colorful,native,,,1,,synonym,synonym,synonym,,,,,XX-synonym other list,XX-synonym voucher,XX-synonym re voucher,(remove),,,,,
"1989 voucher geolocated just outside Royal, but inside park based on notes",Dendrobium teretifolium,Dendrobium teretifolium,current,Orchidaceae,5.monocot-colorful,native,2,1,,1,1,1,1,1,,,1,retain observation,retain on list,"retain, synonym",old_vouchers_only,1902,1989,,2022,2024
,Dendrobium teretifolium,Dockrillia teretifolia,synonym,Orchidaceae,5.monocot-colorful,native,,,1,,synonym,synonym,synonym,,,,,XX-synonym other list,XX-synonym voucher,XX-synonym re voucher,(remove),,,,,
,Dendrobium tetragonum,Dendrobium tetragonum,current,Orchidaceae,5.monocot-colorful,native,1,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1947,1953,,2023,2023
,Dendrocnide excelsa,Dendrocnide excelsa,current,Urticaceae,3.dicot,native,,1,1,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1978,1978,none,,
,Dendrophthoe vitellina,Dendrophthoe vitellina,current,Loranthaceae,3.dicot,native,1,1,,1,1,,1,,,,1,"retain, but restricted license",retain on list,"no voucher, but exists in park",no_vouchers,,,,2021,2021
,Denhamia silvestris,Denhamia silvestris,current,Celastraceae,3.dicot,native,,,,,1,,,,,,1," XX-not in iNat, yes in park","retain, synonym","no voucher, but exists in park",no_vouchers,,,none,,
,Denhamia silvestris,Maytenus silvestris,synonym,Celastraceae,3.dicot,native,,1,,,synonym,synonym,synonym,,,,,XX-synonym other list,XX-synonym re parks list,XX-synonym re parks list,(remove),,,,,
,Dennstaedtia davallioides,Dennstaedtia davallioides,current,Dennstaedtiaceae,1.ferns/primitive,native,,1,1,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1942,1946,yes_probably_incorrect,,
,Desmodium rhytidophyllum,Desmodium rhytidophyllum,current,Fabaceae,3.dicot,native,,1,,,1,,,,,,1,needsID-likely correct,retain on list,"no voucher, but exists in park",no_vouchers,,,yes_correct,,
,Desmodium varians,Desmodium varians,current,Fabaceae,3.dicot,native,,1,,,1,,,,,,1," XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Dianella caerulea,Dianella caerulea,current,Asphodelaceae,5.monocot-colorful,native,1,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1977,2015,,2021,2021
,Dianella congesta,Dianella congesta,current,Asphodelaceae,5.monocot-colorful,native,1,,,1,,,1,,,,1,retain observation,"not on parks list, but occurs in park","no voucher, but exists in park",no_vouchers,,,,2021,2021
,Dianella revoluta,Dianella revoluta,current,Asphodelaceae,5.monocot-colorful,native,1,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1902,1948,,2021,2021
,Dichelachne crinita,Dichelachne crinita,current,Poaceae,4.monocot,native,,1,1,,1,1,,1,1,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old&recent_vouchers,1965,1994,none,,
,Dichelachne micrantha,Dichelachne micrantha,current,Poaceae,4.monocot,native,,1,,,1,,,,,,1," XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Dichelachne rara,Dichelachne rara,current,Poaceae,4.monocot,native,,1,,,1,,,,,,1," XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Dichondra repens,Dichondra repens,current,Convolvulaceae,3.dicot,native,2,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1966,1966,,2021,2021
"1973 voucher geolocated just outside Royal, inside park based on notes",Dicranopteris linearis,Dicranopteris linearis,current,Gleicheniaceae,1.ferns/primitive,native,,1,,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,"add, voucher found during check",old_vouchers_only,1973,1973,none,,
,Dictymia brownii,Dictymia brownii,current,Polypodiaceae,1.ferns/primitive,native,,1,1,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1905,1905,none,,
,Dietes grandiflora,Dietes grandiflora,current,Iridaceae,5.monocot-colorful,introduced,1,,,1,,,1,,,,1,retain observation,"not on parks list, but occurs in park","no voucher, but exists in park",no_vouchers,,,,2021,2021
,Dietes iridioides,Dietes iridioides,current,Iridaceae,5.monocot-colorful,introduced,,,,,,,,,,1,1,needsID_only_correct,"not on parks list, but occurs in park","no voucher, but exists in park",no_vouchers,,,,2021,2021
,Digitaria ciliaris,Digitaria ciliaris,current,Poaceae,4.monocot,introduced,,1,1,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1978,1978,none,,
,Digitaria didactyla,Digitaria didactyla,current,Poaceae,4.monocot,introduced,,1,1,,1,1,,1,,,1,needsID-likely correct,retain on list,retain voucher,old_vouchers_only,1973,1973,yes_correct,,
,Digitaria ischaemum,Digitaria ischaemum,current,Poaceae,4.monocot,introduced,,1,1,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1973,1973,none,,
,Digitaria parviflora,Digitaria parviflora,current,Poaceae,4.monocot,native,,1,1,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1929,1931,none,,
,Digitaria sanguinalis,Digitaria sanguinalis,current,Poaceae,4.monocot,introduced,,1,,,1,,,,,,1," XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
"Dillwynia is hard, but both iNat RG obs seem misidentified to me (especially one of them)",Dillwynia elegans,Dillwynia elegans,current,Fabaceae,3.dicot,native,,,,1,,,,,,,,"remove, 01. wrong ID","XX-not on parks list, not in park","XX-no voucher, not in park",(remove),,,,,
,Dillwynia floribunda,Dillwynia floribunda,current,Fabaceae,3.dicot,native,22,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1888,2005,,2016,2023
,Dillwynia glaberrima,Dillwynia glaberrima,current,Fabaceae,3.dicot,native,,1,1,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1938,1975,yes_unsure,,
,Dillwynia retorta,Dillwynia retorta,current,Fabaceae,3.dicot,native,25,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1896,2015,,2018,2023
,Dillwynia sericea,Dillwynia sericea,current,Fabaceae,3.dicot,native,,1,1,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1893,1932,yes_unsure,,
"subspecies of sericea (=D. sericea subsp. rudis), so a species gets lost here",Dillwynia sericea,Dillwynia rudis,synonym,Fabaceae,3.dicot,native,,1,,,synonym,synonym,synonym,,,,,XX-synonym other list,"remove, contrived synonym",XX-synonym re parks list,(remove),,,,,
,Dillwynia trichopoda,Dillwynia trichopoda,current,Fabaceae,3.dicot,native,,,1,,,1,,1,,,1," XX-not in iNat, yes in park","not on parks list, but occurs in park",retain voucher,old_vouchers_only,1964,1964,none,,
,Diospyros australis,Diospyros australis,current,Ebenaceae,3.dicot,native,1,1,1,1,1,1,1,1,1,,1,"retain, but restricted license",retain on list,retain voucher,old&recent_vouchers,1947,2019,,2023,2023
,Diospyros pentamera,Diospyros pentamera,current,Ebenaceae,3.dicot,native,,1,,,1,,,,,,1," XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Diplazium australe,Diplazium australe,current,Athyriaceae,1.ferns/primitive,native,,1,1,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1966,1984,none,,
"there's apparently a 1770 voucher from inside the park, but this is an error due to a systemic error that occurs for some records provided by BioNet, so I've discarded it",Diploglottis australis,Diploglottis australis,current,Sapindaceae,3.dicot,native,1,,1,1,1,1,1,1,,,1,"retain, but restricted license","retain, synonym",retain voucher,old_vouchers_only,1947,1947,,2022,2022
,Diploglottis australis,Diploglottis cunninghamii,synonym,Sapindaceae,3.dicot,native,,1,,,synonym,synonym,synonym,,,,,XX-synonym other list,XX-synonym re parks list,XX-synonym re parks list,(remove),,,,,
,Dipodium punctatum,Dipodium punctatum,current,Orchidaceae,5.monocot-colorful,native,1,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1946,1946,,2021,2021
,Dipodium roseum,Dipodium roseum,current,Orchidaceae,5.monocot-colorful,native,7,1,,1,1,,1,,,,1,retain observation,retain on list,"no voucher, but exists in park",no_vouchers,,,,2020,2022
,Dipodium variegatum,Dipodium variegatum,current,Orchidaceae,5.monocot-colorful,native,95,1,,1,1,,1,,,,1,retain observation,retain on list,"no voucher, but exists in park",no_vouchers,,,,2014,2024
,Dipogon lignosus,Dipogon lignosus,current,Fabaceae,3.dicot,introduced,,1,,,1,,,,,,1," XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Dittrichia graveolens,Dittrichia graveolens,current,Asteraceae,3.dicot,introduced,3,1,,1,1,,1,,,,1,retain observation,retain on list,"no voucher, but exists in park",no_vouchers,,,,2024,2024
"not possible to definitively say what the issue here is with 100% certainty, but it is clearly not a legitimate Royal record. Maybe misIDed, but impossible to tell without seeing the specimen. What seems most likely is a location issue. This is a sensitive species, and the voucher notes indicate generalisation to 10 km/rounding to 0.1 degrees, but even accounting for this it still seems like it's just simple wrong coordinates. ",Diuris aequalis,Diuris aequalis,current,Orchidaceae,5.monocot-colorful,native,,,1,,,,,,,,,"XX-not in iNat, not in park","XX-not on parks list, not in park","remove, wrong coordinates",(disagree with voucher),,,,,
"the 1946 voucher is possibly at the wrong location, the locality notes say Jannali, which is outside the park, so I've omitted that one as earliest",Diuris aurea,Diuris aurea,current,Orchidaceae,5.monocot-colorful,native,8,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1955,2002,,2020,2022
almost certainly a misidentified voucher. Multiple orchid guides I consulted indicate this species is restricted to the Blue Mountains. Probably actually D. maculata or something else in the complex,Diuris brevissima,Diuris brevissima,current,Orchidaceae,5.monocot-colorful,out-of-range,,,1,,,,,,,,,"XX-not in iNat, not in park","XX-not on parks list, not in park","remove, mis-identification",(disagree with voucher),,,,,
,Diuris maculata,Diuris maculata,current,Orchidaceae,5.monocot-colorful,native,17,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1960,1992,,2021,2023
"Enough doubt for me to remove this from the list due to a putative misidentification. Only a single known record from Royal, an 1892 voucher. Hasn't been detted since collection (at least no identifier listed on the record). Copeland and Backhouse's guide notes that ""many herbarium records attributed to D. punctata most likely to be other species"". Keith's park list also quite  comprehensive with orchids, with very few oversights.",Diuris punctata,Diuris punctata,current,Orchidaceae,5.monocot-colorful,native,,,1,,,,,,,,,"XX-not in iNat, not in park","XX-not on parks list, not in park","remove, mis-identification",(disagree with voucher),,,,,
"basically same situation as D. brevissima, most likely misidentified maculata/maculata complex",Diuris semilunulata,Diuris semilunulata,current,Orchidaceae,5.monocot-colorful,out-of-range,,,1,,,,,,,,,"XX-not in iNat, not in park","XX-not on parks list, not in park","remove, mis-identification",(disagree with voucher),,,,,
,Diuris sulphurea,Diuris sulphurea,current,Orchidaceae,5.monocot-colorful,native,,1,,,1,,,,,,1," XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Dodonaea camfieldii,Dodonaea camfieldii,current,Sapindaceae,3.dicot,native,,1,1,,1,1,,1,,,1," XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1908,1966,none,,
,Dodonaea triquetra,Dodonaea triquetra,current,Sapindaceae,3.dicot,native,32,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1901,2017,,2005,2024
